"2017-05-02 21:25:41,194",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 21:27:06,045","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.77,32,32,200,0,6,53,10,34,10,32,10,31,11,31
"2017-05-02 21:28:26,600","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.18,32,32,200,0,8,52,12,40,12,35,13,30,12,30
"2017-05-02 21:29:49,107","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.67,32,32,200,0,5,53,8,40,12,31,10,32,9,31
"2017-05-02 21:31:11,890","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.26,32,32,200,0,5,59,6,47,9,35,9,30,10,28
"2017-05-02 21:32:35,021","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.77,32,32,200,0,6,46,10,33,10,34,13,26,14,23
"2017-05-02 21:33:58,397","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.06,32,32,200,0,2,62,5,48,6,46,3,45,7,37
"2017-05-02 21:35:21,107","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.52,32,32,200,0,3,65,7,47,11,38,12,38,11,37
"2017-05-02 21:36:44,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.86,32,32,200,0,6,49,11,34,12,27,15,24,15,24
"2017-05-02 21:38:07,603","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.88,32,32,200,0,3,55,8,35,13,26,12,26,10,28
"2017-05-02 21:39:31,274","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.17,32,32,200,0,3,66,5,55,9,46,11,36,12,35
"2017-05-02 21:40:56,618","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.80,32,32,200,0,4,53,9,32,11,28,12,26,13,26
"2017-05-02 21:42:20,131","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.23,32,32,200,0,6,55,11,36,12,30,12,27,10,29
"2017-05-02 21:43:44,383","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.51,32,32,200,0,6,60,9,44,7,36,9,31,10,32
"2017-05-02 21:45:11,462","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,50.34,32,32,200,0,5,53,11,32,14,27,13,25,14,23
"2017-05-02 21:46:36,124","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.63,32,32,200,0,3,63,6,41,9,33,10,32,10,31
"2017-05-02 21:48:00,678","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.77,32,32,200,0,2,62,6,45,8,34,11,28,13,25
"2017-05-02 21:49:22,252","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.85,32,32,200,0,4,62,9,34,10,32,12,25,15,24
"2017-05-02 21:50:44,947","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.27,32,32,200,0,5,57,9,36,13,29,13,28,15,24
"2017-05-02 21:52:04,670","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.55,32,32,200,0,3,62,6,45,7,38,11,27,10,29
"2017-05-02 21:53:24,978","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.36,32,32,200,0,6,50,12,31,16,27,17,23,18,17
"2017-05-02 21:54:44,869","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.62,32,32,200,0,2,56,9,36,10,28,13,25,14,24
"2017-05-02 21:56:06,260","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.25,32,32,200,0,3,57,6,36,11,29,12,29,16,20
"2017-05-02 21:57:28,076","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.59,32,32,200,0,7,38,10,31,13,27,12,25,14,21
"2017-05-02 21:58:48,677","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.85,32,32,200,0,1,61,7,42,9,37,11,33,11,30
"2017-05-02 22:00:09,135","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.86,32,32,200,0,7,49,11,42,12,34,15,26,18,19
