"2017-05-02 01:12:29,162",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 01:15:28,452","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.42,500,100,50,0,0,1090,0,2820,0,1702
"2017-05-02 01:18:24,164","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.37,500,100,50,0,0,1101,0,2725,0,1312
"2017-05-02 01:21:20,084","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1049,0,2622,0,1165
"2017-05-02 01:24:18,821","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,39.25,500,100,50,0,0,1035,0,2512,0,1208
"2017-05-02 01:27:19,810","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.54,500,100,50,0,0,1085,0,2593,0,1149
"2017-05-02 01:30:15,495","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1047,0,2651,0,1422
"2017-05-02 01:33:13,733","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,39.92,500,100,50,0,0,1052,0,2835,0,1574
"2017-05-02 01:36:07,645","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.59,500,100,50,0,0,1115,0,2543,0,1271
"2017-05-02 01:39:03,887","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.94,500,100,50,0,0,1076,0,2405,0,1027
"2017-05-02 01:42:00,786","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.65,500,100,50,0,0,1104,0,2611,0,1166
"2017-05-02 01:44:54,947","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1061,0,2409,0,1093
"2017-05-02 01:47:53,497","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.66,500,100,50,0,0,1091,0,2955,0,1272
"2017-05-02 01:50:48,620","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,39.29,500,100,50,0,0,1086,0,2941,0,1279
"2017-05-02 01:53:46,474","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1069,0,2784,0,1551
"2017-05-02 01:56:46,499","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1061,0,2834,0,1496
"2017-05-02 01:59:45,735","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.81,500,100,50,0,0,1102,0,2205,0,1046
"2017-05-02 02:02:47,323","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.61,500,100,50,0,0,1113,0,2775,0,1463
"2017-05-02 02:05:42,946","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.81,500,100,50,0,0,1081,0,2669,0,1125
"2017-05-02 02:08:42,733","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.42,500,100,50,0,0,1116,0,2755,0,1341
"2017-05-02 02:11:40,449","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1043,0,2792,0,1426
"2017-05-02 02:14:39,694","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.94,500,100,50,0,0,1064,0,2363,0,1055
"2017-05-02 02:17:38,702","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1097,0,2734,0,1286
"2017-05-02 02:20:35,907","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.73,500,100,50,0,0,1102,0,2022,0,1198
"2017-05-02 02:23:35,649","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.77,500,100,50,0,0,1087,0,2775,0,1488
"2017-05-02 02:26:34,107","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.44,500,100,50,0,0,1102,0,2368,0,1061
