"2017-05-04 17:42:20,056",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 17:47:28,100","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,35.09,98,1480,633,1480,560,370,98
"2017-05-04 17:52:29,853","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.01,89,1480,605,1480,563,370,89
"2017-05-04 17:57:36,606","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.98,102,1480,608,1480,560,370,102
"2017-05-04 18:02:39,523","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.89,93,1480,637,1480,566,370,93
"2017-05-04 18:07:43,401","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.82,113,1480,623,1480,566,370,113
"2017-05-04 18:12:47,357","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.60,108,1480,615,1480,593,370,108
"2017-05-04 18:17:53,310","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.47,97,1480,627,1480,561,370,97
"2017-05-04 18:22:56,799","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.99,99,1480,581,1480,574,370,99
"2017-05-04 18:28:04,970","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.35,99,1480,630,1480,561,370,99
"2017-05-04 18:33:05,432","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.83,103,1480,583,1480,569,370,103
"2017-05-04 18:38:09,617","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.16,98,1480,638,1480,547,370,98
"2017-05-04 18:43:20,166","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.75,107,1480,609,1480,571,370,107
"2017-05-04 18:48:23,479","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.57,111,1480,643,1480,560,370,111
"2017-05-04 18:53:31,501","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.93,92,1480,588,1480,551,370,92
"2017-05-04 18:58:36,380","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.46,93,1480,593,1480,593,370,93
"2017-05-04 19:03:36,910","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.69,93,1480,598,1480,560,370,93
"2017-05-04 19:08:41,944","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.20,90,1480,590,1480,543,370,90
"2017-05-04 19:13:46,350","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.62,101,1480,615,1480,550,370,101
"2017-05-04 19:18:50,873","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,32.37,98,1480,605,1480,583,370,98
"2017-05-04 19:23:54,666","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.78,97,1480,626,1480,570,370,97
"2017-05-04 19:28:53,714","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,25.83,93,1480,620,1480,566,370,93
"2017-05-04 19:33:58,018","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,34.29,102,1480,617,1480,561,370,102
"2017-05-04 19:39:08,832","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,33.36,94,1480,616,1480,579,370,94
"2017-05-04 19:44:09,048","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.58,109,1480,601,1480,584,370,109
"2017-05-04 19:49:08,585","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.70,112,1480,607,1480,574,370,112
