"2017-05-02 19:56:27,309",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 19:57:44,845","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,45.03,32,32,200,0,2,55,8,34,17,17,20,13,23,9
"2017-05-02 19:59:01,325","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,44.21,32,32,200,0,5,55,15,26,21,17,24,12,25,8
"2017-05-02 20:00:13,357","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.79,32,32,200,0,4,53,19,20,26,8,27,5,27,5
"2017-05-02 20:01:21,742","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.62,32,32,200,0,3,60,13,34,19,18,24,11,25,8
"2017-05-02 20:02:30,504","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.26,32,32,200,0,4,62,13,30,17,21,21,17,26,9
"2017-05-02 20:03:41,176","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.36,32,32,200,0,4,56,6,47,14,29,17,20,26,10
"2017-05-02 20:04:50,323","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.41,32,32,200,0,2,51,20,17,25,10,28,4,29,3
"2017-05-02 20:06:03,180","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.70,32,32,200,0,5,58,13,33,18,19,21,13,24,9
"2017-05-02 20:07:16,952","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.48,32,32,200,0,1,63,9,36,13,24,18,17,24,9
"2017-05-02 20:08:52,689","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,59.99,32,32,200,0,4,47,10,27,20,16,30,3,29,4
"2017-05-02 20:10:17,684","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,50.27,32,32,200,0,5,56,13,24,23,11,25,8,28,4
"2017-05-02 20:11:25,408","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.52,32,32,200,0,6,49,17,24,21,14,23,11,30,2
"2017-05-02 20:12:33,303","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.64,32,32,200,0,2,58,13,35,17,22,23,14,25,10
"2017-05-02 20:13:47,037","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.28,32,32,200,0,5,57,13,29,18,22,19,18,23,10
"2017-05-02 20:15:17,563","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,55.24,32,32,200,0,4,55,15,27,20,13,24,10,26,8
"2017-05-02 20:16:53,214","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,59.77,32,32,200,0,7,63,10,38,18,17,25,8,24,8
"2017-05-02 20:18:06,085","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.04,32,32,200,0,5,57,16,24,17,19,24,8,28,4
"2017-05-02 20:19:16,752","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.10,32,32,200,0,3,51,16,20,19,16,24,10,24,9
"2017-05-02 20:20:25,369","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.72,32,32,200,0,3,68,10,31,19,17,23,10,26,7
"2017-05-02 20:21:32,634","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.30,32,32,200,0,2,69,13,32,19,18,25,9,30,3
"2017-05-02 20:22:40,596","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.40,32,32,200,0,6,52,19,21,25,10,30,4,30,2
"2017-05-02 20:23:53,149","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,41.07,32,32,200,0,7,45,17,22,18,16,25,9,25,8
"2017-05-02 20:25:08,222","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,42.79,32,32,200,0,2,61,9,37,15,25,17,16,20,13
"2017-05-02 20:26:27,023","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,46.23,32,32,200,0,2,64,9,38,19,18,27,5,26,6
"2017-05-02 20:27:44,945","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,45.94,32,32,200,0,3,61,10,30,13,22,25,9,30,2
