"2017-05-02 21:20:27,438",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 21:21:47,469","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.85,32,32,200,0,5,48,9,34,13,27,11,30,14,25
"2017-05-02 21:23:06,533","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.56,32,32,200,0,4,53,8,35,12,30,12,32,14,28
"2017-05-02 21:24:28,235","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.69,32,32,200,0,2,69,5,45,4,45,7,37,9,31
"2017-05-02 21:25:50,695","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.85,32,32,200,0,1,62,4,42,8,34,10,30,11,29
"2017-05-02 21:27:12,854","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.89,32,32,200,0,6,50,7,32,12,23,15,20,18,16
"2017-05-02 21:28:35,094","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.78,32,32,200,0,8,42,12,29,12,25,14,21,13,21
"2017-05-02 21:29:57,121","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.44,32,32,200,0,0,62,4,46,7,37,10,28,11,29
"2017-05-02 21:31:18,937","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.79,32,32,200,0,7,46,12,27,12,26,15,22,16,21
"2017-05-02 21:32:40,092","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.38,32,32,200,0,3,55,8,36,13,29,20,19,19,18
"2017-05-02 21:34:02,159","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.78,32,32,200,0,4,52,7,40,6,37,8,34,6,32
"2017-05-02 21:35:22,461","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.53,32,32,200,0,1,53,8,33,10,30,15,22,15,21
"2017-05-02 21:36:41,416","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.75,32,32,200,0,0,57,11,36,10,32,11,29,12,25
"2017-05-02 21:38:00,403","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.39,32,32,200,0,4,56,8,49,10,37,13,33,11,32
"2017-05-02 21:39:18,938","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.25,32,32,200,0,4,47,5,41,7,37,6,34,9,27
"2017-05-02 21:40:38,641","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,5,56,10,41,9,39,9,36,11,31
"2017-05-02 21:41:59,877","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.10,32,32,200,0,4,50,11,33,11,30,14,29,17,23
"2017-05-02 21:43:20,199","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.59,32,32,200,0,6,51,9,47,11,40,15,29,15,28
"2017-05-02 21:44:40,176","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.40,32,32,200,0,4,59,5,49,7,43,8,40,6,43
"2017-05-02 21:46:02,061","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.95,32,32,200,0,3,62,9,44,11,39,11,37,12,32
"2017-05-02 21:47:23,375","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.51,32,32,200,0,6,51,8,45,9,36,11,30,12,30
"2017-05-02 21:48:43,351","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.95,32,32,200,0,3,49,10,28,12,24,15,18,15,18
"2017-05-02 21:50:03,341","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.66,32,32,200,0,2,68,7,45,9,39,11,38,13,34
"2017-05-02 21:51:24,697","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.56,32,32,200,0,3,52,5,43,5,40,7,36,9,33
"2017-05-02 21:52:46,068","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.34,32,32,200,0,5,51,10,34,17,20,18,17,19,15
"2017-05-02 21:54:07,260","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.29,32,32,200,0,4,59,8,43,6,40,7,38,8,35
