"2017-05-01 18:56:55,449",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,
"2017-05-01 18:58:15,138","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.83,32,32,200,0,6,46,19,20,22,15,28,8
"2017-05-01 18:59:36,070","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,47.85,32,32,200,0,8,43,19,15,27,5,29,3
"2017-05-01 19:00:55,667","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,47.43,32,32,200,0,1,61,19,18,26,8,28,5
"2017-05-01 19:02:14,319","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.98,32,32,200,0,2,72,18,15,22,11,27,5
"2017-05-01 19:03:32,279","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.51,32,32,200,0,5,53,21,17,26,8,28,5
"2017-05-01 19:04:49,719","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.55,32,32,200,0,5,49,19,17,25,8,27,5
"2017-05-01 19:06:06,176","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,44.87,32,32,200,0,5,59,16,28,21,16,26,8
"2017-05-01 19:07:24,825","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.14,32,32,200,0,6,55,18,20,25,10,27,5
"2017-05-01 19:08:42,164","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.06,32,32,200,0,5,51,17,19,22,12,26,6
"2017-05-01 19:09:58,703","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.22,32,32,200,0,4,61,19,19,24,9,28,4
"2017-05-01 19:11:16,138","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.02,32,32,200,0,6,56,16,25,25,9,31,1
"2017-05-01 19:12:37,519","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,48.81,32,32,200,0,4,63,18,20,24,10,27,7
"2017-05-01 19:13:58,119","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,48.15,32,32,200,0,7,47,20,15,25,8,29,4
"2017-05-01 19:15:18,588","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,48.29,32,32,200,1,6,47,28,6,32,0,32,0
"2017-05-01 19:16:40,083","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,49.50,32,32,200,0,2,70,13,29,23,10,27,5
"2017-05-01 19:17:56,847","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.50,32,32,200,0,4,62,21,16,25,10,28,5
"2017-05-01 19:19:14,396","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.66,32,32,200,0,4,54,19,15,28,5,30,3
"2017-05-01 19:20:31,899","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.97,32,32,200,0,7,52,17,20,24,8,27,5
"2017-05-01 19:21:49,786","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.08,32,32,200,0,5,56,20,15,25,7,30,2
"2017-05-01 19:23:01,855","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,42.55,32,32,200,0,2,69,14,30,22,14,28,7
"2017-05-01 19:24:12,918","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,41.83,32,32,200,0,6,51,21,20,26,9,27,8
"2017-05-01 19:25:26,645","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,43.91,32,32,200,0,6,47,19,22,25,9,28,4
"2017-05-01 19:26:45,076","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,47.45,32,32,200,0,10,46,22,12,24,10,29,4
"2017-05-01 19:27:57,040","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,42.17,32,32,200,0,5,53,13,24,22,11,25,7
"2017-05-01 19:29:10,359","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,44.35,32,32,200,0,5,49,17,21,23,11,26,7
