"2017-05-02 20:51:34,056",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 20:52:56,272","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.31,32,32,200,0,0,60,5,44,10,32,11,31,10,34
"2017-05-02 20:54:16,926","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.19,32,32,200,0,4,60,8,38,10,31,13,31,10,33
"2017-05-02 20:55:38,606","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.14,32,32,200,0,1,57,9,40,10,30,13,26,13,22
"2017-05-02 20:57:00,646","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.19,32,32,200,0,7,44,11,31,14,22,14,26,14,24
"2017-05-02 20:58:23,239","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.51,32,32,200,0,6,50,10,28,13,25,12,27,10,30
"2017-05-02 20:59:44,614","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,44.91,32,32,200,0,5,54,11,37,15,28,15,27,12,26
"2017-05-02 21:01:07,650","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.41,32,32,200,0,4,53,7,36,13,27,12,25,16,25
"2017-05-02 21:02:33,920","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,50.33,32,32,200,0,6,47,10,38,13,32,13,28,10,34
"2017-05-02 21:03:59,924","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,50.16,32,32,200,0,4,58,4,46,5,43,5,41,7,39
"2017-05-02 21:05:25,237","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.28,32,32,200,0,4,57,2,50,5,46,7,36,8,35
"2017-05-02 21:06:48,017","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.05,32,32,200,0,5,55,10,42,11,37,12,31,10,29
"2017-05-02 21:08:11,550","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.58,32,32,200,0,6,52,9,36,9,32,12,29,12,27
"2017-05-02 21:09:34,266","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.19,32,32,200,0,3,67,7,42,5,39,9,34,10,34
"2017-05-02 21:10:57,300","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.23,32,32,200,0,1,57,6,43,7,41,5,49,7,44
"2017-05-02 21:12:20,208","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.26,32,32,200,0,4,48,10,31,12,31,14,30,12,29
"2017-05-02 21:13:43,475","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.45,32,32,200,0,5,59,10,41,13,25,9,30,7,32
"2017-05-02 21:15:06,621","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.55,32,32,200,0,3,76,3,49,9,35,12,29,13,29
"2017-05-02 21:16:29,956","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.23,32,32,200,0,5,49,6,43,6,39,6,44,12,31
"2017-05-02 21:17:53,314","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.86,32,32,200,0,4,60,7,38,9,38,7,46,2,47
"2017-05-02 21:19:16,553","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.26,32,32,200,0,6,51,5,44,4,36,8,38,10,34
"2017-05-02 21:20:39,165","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.68,32,32,200,0,1,70,8,46,8,49,6,45,9,42
"2017-05-02 21:22:02,017","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.71,32,32,200,0,2,49,11,31,10,30,8,38,12,33
"2017-05-02 21:23:23,617","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.31,32,32,200,0,3,57,6,39,5,39,7,41,8,45
"2017-05-02 21:24:47,855","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.92,32,32,200,0,4,56,5,42,7,37,13,29,12,24
"2017-05-02 21:26:14,260","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,50.82,32,32,200,0,4,60,6,40,14,28,13,29,10,36
