"2017-05-02 14:28:22,198",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 14:31:11,968","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.05,500,100,50,0,0,1001,0,2066,0,1000
"2017-05-02 14:34:03,745","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.09,500,100,50,0,0,1002,0,2187,0,1031
"2017-05-02 14:36:48,811","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.05,500,100,50,0,0,1001,0,1677,0,1000
"2017-05-02 14:39:33,947","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.12,500,100,50,0,0,1002,0,2029,0,1000
"2017-05-02 14:42:18,947","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.03,500,100,50,0,0,1000,0,2052,0,1000
"2017-05-02 14:45:08,322","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.93,500,100,50,0,0,1000,0,2073,0,1016
"2017-05-02 14:47:58,672","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.02,500,100,50,0,0,1000,0,2247,0,1025
"2017-05-02 14:50:43,378","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.25,500,100,50,0,0,1000,0,1923,0,1003
"2017-05-02 14:53:26,335","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.05,500,100,50,0,0,1000,0,1892,0,1108
"2017-05-02 14:56:10,726","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.98,500,100,50,0,0,1001,0,1967,0,1000
"2017-05-02 14:59:01,624","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.76,500,100,50,0,0,1000,0,1983,0,1000
"2017-05-02 15:01:46,289","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.27,500,100,50,0,0,1001,0,2242,0,1004
"2017-05-02 15:04:35,812","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.88,500,100,50,0,0,1004,0,2239,0,1010
"2017-05-02 15:07:25,978","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,36.01,500,100,50,0,0,1000,0,2104,0,1000
"2017-05-02 15:10:11,822","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.83,500,100,50,0,0,1001,0,1965,0,1002
"2017-05-02 15:12:59,705","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.85,500,100,50,0,0,1000,0,2173,0,1040
"2017-05-02 15:15:47,556","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.64,500,100,50,0,0,1000,0,2157,0,1071
"2017-05-02 15:18:32,306","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.74,500,100,50,0,0,1003,0,2142,0,1000
"2017-05-02 15:21:22,738","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.90,500,100,50,0,0,1000,0,2013,0,1004
"2017-05-02 15:24:09,644","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.95,500,100,50,0,0,1000,0,1925,0,1000
"2017-05-02 15:26:53,768","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.82,500,100,50,0,0,1000,0,2045,0,1000
"2017-05-02 15:29:43,278","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.57,500,100,50,0,0,1000,0,1994,0,1000
"2017-05-02 15:32:32,191","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.63,500,100,50,0,0,1000,0,2162,0,1003
"2017-05-02 15:35:19,447","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.92,500,100,50,0,0,1004,0,2261,0,1000
"2017-05-02 15:38:10,091","16,16,16","20,20,20",2,7,7,7,True,LinearRegression,35.56,500,100,50,0,0,1000,0,2191,0,1009
