"2017-05-02 20:46:49,512",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 20:48:13,096","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.06,32,32,200,0,4,71,4,53,6,44,7,42,8,41
"2017-05-02 20:49:35,269","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.15,32,32,200,0,2,56,8,35,8,37,5,39,8,35
"2017-05-02 20:50:55,831","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,44.44,32,32,200,0,3,59,6,47,4,48,10,40,11,40
"2017-05-02 20:52:18,825","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.28,32,32,200,0,9,44,13,33,11,34,14,27,11,30
"2017-05-02 20:53:41,386","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.05,32,32,200,0,4,61,6,44,10,34,7,39,7,37
"2017-05-02 20:55:03,378","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.46,32,32,200,0,3,62,5,46,9,37,10,32,9,31
"2017-05-02 20:56:26,271","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.31,32,32,200,0,6,52,6,42,5,42,8,39,12,25
"2017-05-02 20:57:46,785","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,44.57,32,32,200,0,6,51,7,44,11,30,14,26,13,27
"2017-05-02 20:59:07,670","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.02,32,32,200,0,3,58,9,40,10,38,10,32,9,38
"2017-05-02 21:00:30,718","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.90,32,32,200,0,6,45,10,39,11,36,14,28,14,27
"2017-05-02 21:01:52,094","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.22,32,32,200,0,5,49,12,34,15,21,16,19,16,20
"2017-05-02 21:03:12,905","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.30,32,32,200,0,1,54,5,37,7,34,4,41,5,37
"2017-05-02 21:04:31,864","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.47,32,32,200,0,5,51,7,33,11,28,14,26,12,29
"2017-05-02 21:05:52,568","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.18,32,32,200,0,4,47,8,34,9,32,11,30,11,32
"2017-05-02 21:07:11,657","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.49,32,32,200,0,4,46,12,28,15,26,12,31,12,28
"2017-05-02 21:08:30,718","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.42,32,32,200,0,4,57,6,40,5,39,6,48,5,46
"2017-05-02 21:09:49,480","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.41,32,32,200,0,1,68,4,53,7,40,9,34,9,32
"2017-05-02 21:11:08,533","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.46,32,32,200,0,3,55,3,51,6,41,9,39,9,34
"2017-05-02 21:12:27,721","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.43,32,32,200,0,2,68,6,42,6,42,5,42,4,44
"2017-05-02 21:13:46,939","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.68,32,32,200,0,7,46,11,34,13,29,17,22,18,22
"2017-05-02 21:15:06,181","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.50,32,32,200,0,7,56,7,41,9,33,13,27,13,26
"2017-05-02 21:16:25,729","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,44.06,32,32,200,0,5,55,6,40,7,34,11,31,13,27
"2017-05-02 21:17:44,407","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.38,32,32,200,0,6,53,7,44,7,41,10,39,7,39
"2017-05-02 21:19:06,710","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.03,32,32,200,0,2,60,2,53,5,42,10,31,6,39
"2017-05-02 21:20:26,732","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,43.99,32,32,200,0,2,69,2,52,9,33,14,28,15,30
