"2017-05-04 15:37:44,338",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 15:42:41,107","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.45,100,1480,617,1480,545,370,100
"2017-05-04 15:47:45,235","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.89,96,1480,591,1480,551,370,96
"2017-05-04 15:52:40,445","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.31,91,1480,588,1480,535,370,91
"2017-05-04 15:57:35,772","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.03,89,1480,622,1480,551,370,89
"2017-05-04 16:02:37,185","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.11,89,1480,610,1480,563,370,89
"2017-05-04 16:07:38,750","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.03,97,1480,598,1480,548,370,97
"2017-05-04 16:12:44,682","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,34.55,98,1480,619,1480,570,370,98
"2017-05-04 16:17:44,448","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.50,97,1480,624,1480,559,370,97
"2017-05-04 16:22:42,835","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,30.80,75,1480,600,1480,566,370,75
"2017-05-04 16:27:43,010","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.15,78,1480,627,1480,573,370,78
"2017-05-04 16:32:37,589","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.13,91,1480,618,1480,570,370,91
"2017-05-04 16:37:44,501","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,35.57,91,1480,613,1480,589,370,91
"2017-05-04 16:42:51,195","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.49,100,1480,607,1480,576,370,100
"2017-05-04 16:47:53,639","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.34,87,1480,607,1480,537,370,87
"2017-05-04 16:52:47,247","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.87,93,1480,586,1480,548,370,93
"2017-05-04 16:57:41,915","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.94,95,1480,598,1480,547,370,95
"2017-05-04 17:02:42,834","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,30.25,92,1480,608,1480,551,370,92
"2017-05-04 17:07:40,948","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,27.08,89,1480,613,1480,503,370,89
"2017-05-04 17:12:35,287","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.90,97,1480,594,1480,527,370,97
"2017-05-04 17:17:27,613","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.16,94,1480,600,1480,547,370,94
"2017-05-04 17:22:26,785","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.97,85,1480,617,1480,560,370,85
"2017-05-04 17:27:28,443","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.97,89,1480,627,1480,564,370,89
"2017-05-04 17:32:24,682","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,27.25,87,1480,603,1480,548,370,87
"2017-05-04 17:37:23,356","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,27.33,96,1480,621,1480,562,370,96
"2017-05-04 17:42:19,046","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,24.66,96,1480,605,1480,561,370,96
