"2017-05-01 23:48:24,046",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 23:52:06,376","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,48.30,500,100,50,0,0,1033,0,1128,0,1096
"2017-05-01 23:55:39,731","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.29,500,100,50,0,0,1027,0,1165,0,1130
"2017-05-01 23:59:18,758","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.48,500,100,50,0,0,1037,0,1425,0,1077
"2017-05-02 00:02:56,227","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,48.65,500,100,50,0,0,1026,0,1379,0,1037
"2017-05-02 00:06:21,476","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.89,500,100,50,0,0,1026,0,1211,0,1125
"2017-05-02 00:09:55,408","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.95,500,100,50,0,0,1034,0,1128,0,1133
"2017-05-02 00:13:37,735","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.81,500,100,50,0,0,1038,0,1147,0,1106
"2017-05-02 00:17:15,293","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,49.26,500,100,50,0,0,1023,0,1122,0,1288
"2017-05-02 00:20:57,388","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.93,500,100,50,0,0,1032,0,1084,0,1158
"2017-05-02 00:24:38,609","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.92,500,100,50,0,0,1036,0,1188,0,1070
"2017-05-02 00:28:17,759","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.30,500,100,50,0,0,1029,0,1070,0,1122
"2017-05-02 00:31:48,642","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.29,500,100,50,0,0,1025,0,1132,0,1122
"2017-05-02 00:35:13,636","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.93,500,100,50,0,0,1027,0,1237,0,1271
"2017-05-02 00:38:50,138","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,45.58,500,100,50,0,0,1039,0,1106,0,1145
"2017-05-02 00:42:11,755","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,42.92,500,100,50,0,0,1023,0,1222,0,1259
"2017-05-02 00:45:32,669","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,43.38,500,100,50,0,0,1024,0,1212,0,1151
"2017-05-02 00:48:42,350","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,41.99,500,100,50,0,0,1035,0,1148,0,1071
"2017-05-02 00:51:38,506","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.33,500,100,50,0,0,1023,0,1283,0,1100
"2017-05-02 00:54:41,143","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.74,500,100,50,0,0,1029,0,1128,0,1136
"2017-05-02 00:57:37,686","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.30,500,100,50,0,0,1035,0,1115,0,1091
"2017-05-02 01:00:37,062","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.66,500,100,50,0,0,1030,0,1156,0,1093
"2017-05-02 01:03:36,523","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.05,500,100,50,0,0,1033,0,1166,0,1107
"2017-05-02 01:06:33,913","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.74,500,100,50,0,0,1043,0,1169,0,1079
"2017-05-02 01:09:31,347","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.66,500,100,50,0,0,1034,0,1461,0,1017
"2017-05-02 01:12:28,091","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.90,500,100,50,0,0,1043,0,1153,0,1122
