"2017-05-02 12:02:02,129",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 12:05:25,516","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.51,500,100,50,0,0,1043,0,2075,0,1236
"2017-05-02 12:09:00,569","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,48.01,500,100,50,0,0,1033,0,2241,0,1031
"2017-05-02 12:12:29,189","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.21,500,100,50,0,0,1030,0,1540,0,1113
"2017-05-02 12:16:01,244","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,44.80,500,100,50,0,0,1056,0,2197,0,1349
"2017-05-02 12:19:32,461","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,43.62,500,100,50,0,0,1035,0,1990,0,1111
"2017-05-02 12:23:01,208","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.07,500,100,50,0,0,1038,0,2305,0,1108
"2017-05-02 12:26:28,945","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,41.88,500,100,50,0,0,1041,0,1846,0,1015
"2017-05-02 12:30:00,355","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,44.70,500,100,50,0,0,1035,0,2097,0,1128
"2017-05-02 12:33:28,579","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.20,500,100,50,0,0,1035,0,2235,0,1110
"2017-05-02 12:36:59,871","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,44.53,500,100,50,0,0,1042,0,2327,0,1167
"2017-05-02 12:40:30,260","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,43.51,500,100,50,0,0,1036,0,2326,0,1221
"2017-05-02 12:43:57,671","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,41.89,500,100,50,0,0,1043,0,2177,0,1140
"2017-05-02 12:47:25,588","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,41.98,500,100,50,0,0,1029,0,2030,0,1154
"2017-05-02 12:50:54,556","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.23,500,100,50,0,0,1049,0,2082,0,1056
"2017-05-02 12:54:38,760","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,56.57,500,100,50,0,0,1025,0,2386,0,1238
"2017-05-02 12:58:16,624","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,51.21,500,100,50,0,0,1040,0,2295,0,1089
"2017-05-02 13:02:00,005","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,57.09,500,100,50,0,0,1038,0,1879,0,1282
"2017-05-02 13:04:56,125","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,39.90,500,100,50,0,0,1018,0,2289,0,1083
"2017-05-02 13:07:43,910","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.63,500,100,50,0,0,1037,0,2175,0,1309
"2017-05-02 13:10:39,654","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,43.69,500,100,50,0,0,1039,0,2329,0,1109
"2017-05-02 13:13:28,334","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,36.27,500,100,50,0,0,1033,0,1981,0,1203
"2017-05-02 13:16:16,103","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.74,500,100,50,0,0,1033,0,2266,0,1017
"2017-05-02 13:19:10,599","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.45,500,100,50,0,0,1030,0,2057,0,1148
"2017-05-02 13:22:04,875","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,40.85,500,100,50,0,0,1034,0,2071,0,1281
"2017-05-02 13:25:03,350","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,46.24,500,100,50,0,0,1045,0,1664,0,1071
