"2017-05-04 03:10:42,166",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 03:13:46,368","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.40,83,1480,745,1480,684,370,83
"2017-05-04 03:16:46,346","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.94,89,1480,750,1480,676,370,89
"2017-05-04 03:19:50,524","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.09,83,1480,777,1480,676,370,83
"2017-05-04 03:22:55,260","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.21,87,1480,757,1480,682,370,87
"2017-05-04 03:25:57,497","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.44,87,1480,750,1480,655,370,87
"2017-05-04 03:29:03,536","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.52,87,1480,756,1480,650,370,87
"2017-05-04 03:32:07,150","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.60,101,1480,772,1480,679,370,101
"2017-05-04 03:35:10,508","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.21,86,1480,754,1480,680,370,86
"2017-05-04 03:38:15,948","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.01,103,1480,786,1480,670,370,103
"2017-05-04 03:41:18,023","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.70,84,1480,756,1480,690,370,84
"2017-05-04 03:44:23,660","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.05,96,1480,732,1480,700,370,96
"2017-05-04 03:47:29,554","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.92,81,1480,732,1480,678,370,81
"2017-05-04 03:50:35,666","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.18,104,1480,769,1480,652,370,104
"2017-05-04 03:53:40,736","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.68,96,1480,760,1480,675,370,96
"2017-05-04 03:56:40,807","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.18,83,1480,734,1480,676,370,83
"2017-05-04 03:59:42,507","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.99,89,1480,743,1480,668,370,89
"2017-05-04 04:02:45,469","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.69,78,1480,732,1480,697,370,78
"2017-05-04 04:05:52,318","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,23.75,79,1480,725,1480,663,370,79
"2017-05-04 04:08:58,792","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,23.72,85,1480,756,1480,639,370,85
"2017-05-04 04:12:01,334","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.40,86,1480,756,1480,671,370,86
"2017-05-04 04:15:03,921","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.31,103,1480,766,1480,692,370,103
"2017-05-04 04:18:05,690","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.21,81,1480,787,1480,678,370,81
"2017-05-04 04:21:06,107","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.63,90,1480,761,1480,657,370,90
"2017-05-04 04:24:11,660","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.87,90,1480,787,1480,657,370,90
"2017-05-04 04:27:16,279","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.83,74,1480,747,1480,648,370,74
