"2017-05-02 02:09:25,956",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 02:12:13,702","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.96,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-02 02:15:02,173","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.82,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:17:49,552","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.63,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 02:20:38,069","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.01,500,100,50,0,0,1000,0,1002,0,1001
"2017-05-02 02:23:26,517","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.89,500,100,50,0,0,1003,0,1000,0,1000
"2017-05-02 02:26:14,576","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.76,500,100,50,0,0,1001,0,1001,0,1003
"2017-05-02 02:29:03,588","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.86,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 02:31:51,441","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.76,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 02:34:38,874","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.06,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 02:37:26,054","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.80,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:40:13,387","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-02 02:42:59,634","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.91,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:45:46,901","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.79,500,100,50,0,0,1000,0,1002,0,1001
"2017-05-02 02:48:34,367","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.49,500,100,50,0,0,1001,0,1003,0,1000
"2017-05-02 02:51:20,910","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.53,500,100,50,0,0,1000,0,1003,0,1001
"2017-05-02 02:54:08,696","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.79,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-02 02:56:56,075","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.71,500,100,50,0,0,1000,0,1001,0,1001
"2017-05-02 02:59:43,446","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,39.24,500,100,50,0,0,1003,0,1000,0,1002
"2017-05-02 03:02:30,869","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.71,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-02 03:05:17,319","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1001,0,1001,0,1000
"2017-05-02 03:08:03,865","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.91,500,100,50,0,0,1002,0,1000,0,1000
"2017-05-02 03:10:50,284","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.53,500,100,50,0,0,1005,0,1001,0,1001
"2017-05-02 03:13:36,447","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.54,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-02 03:16:22,727","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.47,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-02 03:19:10,759","16,16,16","20,20,20",30,7,7,7,True,LinearRegression,38.45,500,100,50,0,0,1000,0,1000,0,1000
