"2017-05-02 19:40:30,681",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 19:41:10,820","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,23.29,32,32,200,0,6,54,0,87,0,124
"2017-05-02 19:41:47,678","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,20.12,32,32,200,0,5,49,0,84,0,123
"2017-05-02 19:42:24,722","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,20.28,32,32,200,0,6,56,0,93,0,134
"2017-05-02 19:42:59,180","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.90,32,32,200,0,4,49,0,94,0,135
"2017-05-02 19:43:33,618","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.57,32,32,200,0,1,57,0,91,0,132
"2017-05-02 19:44:14,519","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,23.80,32,32,200,0,3,54,1,97,0,136
"2017-05-02 19:44:55,013","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,23.40,32,32,200,0,2,73,0,103,0,144
"2017-05-02 19:45:36,740","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,24.38,32,32,200,0,6,47,0,92,0,126
"2017-05-02 19:46:22,971","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,28.34,32,32,200,0,6,47,1,83,0,122
"2017-05-02 19:47:08,895","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,27.95,32,32,200,0,3,60,0,105,0,150
"2017-05-02 19:47:55,060","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,28.25,32,32,200,0,2,62,0,104,0,148
"2017-05-02 19:48:39,638","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,26.88,32,32,200,0,2,63,1,108,0,149
"2017-05-02 19:49:15,401","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.86,32,32,200,0,4,56,0,100,0,131
"2017-05-02 19:49:51,666","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.95,32,32,200,0,3,56,0,114,0,146
"2017-05-02 19:50:27,302","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.74,32,32,200,0,1,59,0,105,0,148
"2017-05-02 19:51:00,847","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.63,32,32,200,0,5,44,1,88,0,137
"2017-05-02 19:51:35,909","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,18.92,32,32,200,0,6,54,1,99,0,141
"2017-05-02 19:52:12,400","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,20.01,32,32,200,0,0,62,0,98,0,136
"2017-05-02 19:52:47,201","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.42,32,32,200,0,3,49,0,88,0,118
"2017-05-02 19:53:22,173","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.38,32,32,200,0,5,56,0,104,0,139
"2017-05-02 19:53:58,394","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,20.11,32,32,200,0,9,47,0,90,0,133
"2017-05-02 19:54:34,205","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.76,32,32,200,0,6,51,1,90,0,122
"2017-05-02 19:55:09,812","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,19.29,32,32,200,0,2,53,1,93,0,140
"2017-05-02 19:55:47,222","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,21.06,32,32,200,0,7,50,1,106,0,151
"2017-05-02 19:56:26,587","30,30,30","30,20,20",110,4,0,0,True,LinearRegression,22.80,32,32,200,0,3,67,0,108,0,144
