"2017-05-02 21:26:14,765",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 21:27:38,486","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.53,32,32,200,0,3,52,9,37,11,29,14,26,18,17
"2017-05-02 21:29:03,494","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.93,32,32,200,0,1,60,4,48,7,44,10,40,12,34
"2017-05-02 21:30:25,927","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.64,32,32,200,0,2,64,8,41,11,32,12,26,11,27
"2017-05-02 21:31:49,779","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.24,32,32,200,0,3,49,15,22,16,19,20,13,17,16
"2017-05-02 21:33:12,867","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.87,32,32,200,0,4,46,13,27,14,26,13,23,17,17
"2017-05-02 21:34:35,573","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.64,32,32,200,0,6,50,10,36,11,29,14,26,16,23
"2017-05-02 21:35:58,372","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.90,32,32,200,0,6,51,10,32,13,24,17,18,18,18
"2017-05-02 21:37:21,362","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.83,32,32,200,0,4,44,9,34,14,26,16,23,19,19
"2017-05-02 21:38:43,452","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.36,32,32,200,0,10,41,14,29,16,25,19,18,17,21
"2017-05-02 21:40:07,393","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.79,32,32,200,0,3,62,5,45,9,35,9,36,10,29
"2017-05-02 21:41:31,237","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.65,32,32,200,0,4,47,7,37,8,33,8,31,9,31
"2017-05-02 21:42:54,884","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.65,32,32,200,0,6,49,7,39,9,33,11,29,14,25
"2017-05-02 21:44:18,144","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.24,32,32,200,0,1,62,4,41,11,27,13,24,15,21
"2017-05-02 21:45:41,296","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.42,32,32,200,0,2,49,8,31,12,26,12,28,12,26
"2017-05-02 21:47:05,571","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.54,32,32,200,0,4,57,9,36,13,27,17,21,17,22
"2017-05-02 21:48:30,747","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.65,32,32,200,0,0,70,2,53,3,47,4,41,6,36
"2017-05-02 21:49:56,715","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.78,32,32,200,0,3,66,7,42,9,33,10,35,14,31
"2017-05-02 21:51:21,341","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.82,32,32,200,0,2,60,8,38,11,31,10,34,13,29
"2017-05-02 21:52:44,402","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.72,32,32,200,0,0,73,4,52,6,43,8,37,13,30
"2017-05-02 21:54:08,619","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.99,32,32,200,0,2,61,6,41,7,35,8,33,11,29
"2017-05-02 21:55:34,786","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.39,32,32,200,0,4,50,14,26,16,23,18,22,19,19
"2017-05-02 21:57:01,159","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,50.86,32,32,200,0,2,62,12,34,12,29,10,30,14,25
"2017-05-02 21:58:24,317","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.69,32,32,200,0,6,48,7,35,10,30,11,29,9,27
"2017-05-02 21:59:48,551","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.53,32,32,200,0,2,71,2,56,3,49,4,47,7,39
"2017-05-02 22:01:10,749","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.13,32,32,200,0,0,66,5,39,8,30,10,29,10,30
