"2017-05-02 20:50:40,138",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 20:52:05,268","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.89,32,32,200,0,1,56,4,42,12,28,11,30,11,30
"2017-05-02 20:53:32,899","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,50.97,32,32,200,0,3,66,5,50,10,34,9,34,10,39
"2017-05-02 20:54:57,359","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.94,32,32,200,0,4,58,11,41,8,34,12,31,13,30
"2017-05-02 20:56:24,153","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.65,32,32,200,0,7,44,10,37,12,29,13,28,10,30
"2017-05-02 20:57:45,701","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.53,32,32,200,0,3,55,7,41,12,32,10,39,9,39
"2017-05-02 20:59:09,760","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.75,32,32,200,0,5,59,4,44,8,40,5,46,8,41
"2017-05-02 21:00:33,910","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.81,32,32,200,0,6,58,11,36,9,32,9,30,12,26
"2017-05-02 21:01:59,344","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.63,32,32,200,0,3,62,5,53,7,46,8,47,9,42
"2017-05-02 21:03:25,291","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.75,32,32,200,0,6,46,6,40,7,39,10,34,10,39
"2017-05-02 21:04:46,030","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,45.81,32,32,200,0,3,57,6,44,8,37,11,34,13,29
"2017-05-02 21:06:08,004","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,46.93,32,32,200,0,4,58,5,44,11,37,9,34,11,31
"2017-05-02 21:07:31,160","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.33,32,32,200,0,3,68,7,45,8,39,12,35,11,35
"2017-05-02 21:08:54,620","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.39,32,32,200,0,3,52,14,26,14,23,18,17,14,25
"2017-05-02 21:10:17,674","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,47.99,32,32,200,0,7,44,14,31,13,30,8,31,6,39
"2017-05-02 21:11:40,982","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.33,32,32,200,0,3,48,7,44,7,40,11,35,13,31
"2017-05-02 21:13:04,435","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.57,32,32,200,0,4,61,5,44,7,38,8,37,13,30
"2017-05-02 21:14:27,234","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.07,32,32,200,0,6,48,7,42,13,29,11,33,12,28
"2017-05-02 21:15:50,650","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.41,32,32,200,0,5,55,3,53,5,45,5,39,8,39
"2017-05-02 21:17:13,672","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.04,32,32,200,0,5,54,10,42,12,36,10,36,12,30
"2017-05-02 21:18:36,659","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.05,32,32,200,0,4,56,6,39,14,26,12,26,13,24
"2017-05-02 21:19:59,946","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,48.25,32,32,200,0,5,53,11,32,12,28,9,37,12,35
"2017-05-02 21:21:23,797","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.15,32,32,200,0,3,48,6,38,8,36,11,28,11,28
"2017-05-02 21:22:49,537","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.82,32,32,200,0,6,54,11,38,12,33,13,27,12,27
"2017-05-02 21:24:16,038","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,50.46,32,32,200,0,1,70,6,41,6,41,11,32,8,36
"2017-05-02 21:25:40,603","30,30,30,30,30","30,30,30,30,30",102,4,0,0,True,LinearRegression,49.29,32,32,200,0,4,62,3,51,4,50,5,51,6,54
