"2017-05-04 12:01:33,351",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif
"2017-05-04 12:05:06,810","20,20","50,50",106,12,12,12,True,LinearRegression,4,14.68,80,1480,659,370,80
"2017-05-04 12:08:42,012","20,20","50,50",106,12,12,12,True,LinearRegression,4,15.67,79,1480,649,370,79
"2017-05-04 12:12:14,362","20,20","50,50",106,12,12,12,True,LinearRegression,4,14.84,66,1480,662,370,66
"2017-05-04 12:15:51,169","20,20","50,50",106,12,12,12,True,LinearRegression,4,19.93,78,1480,646,370,78
"2017-05-04 12:19:26,579","20,20","50,50",106,12,12,12,True,LinearRegression,4,17.63,67,1480,640,370,67
"2017-05-04 12:23:00,992","20,20","50,50",106,12,12,12,True,LinearRegression,4,16.89,73,1480,654,370,73
"2017-05-04 12:26:41,415","20,20","50,50",106,12,12,12,True,LinearRegression,4,17.82,81,1480,642,370,81
"2017-05-04 12:30:20,361","20,20","50,50",106,12,12,12,True,LinearRegression,4,19.36,78,1480,650,370,78
"2017-05-04 12:34:00,730","20,20","50,50",106,12,12,12,True,LinearRegression,4,18.93,84,1480,673,370,84
"2017-05-04 12:37:36,409","20,20","50,50",106,12,12,12,True,LinearRegression,4,16.03,80,1480,633,370,80
"2017-05-04 12:41:11,741","20,20","50,50",106,12,12,12,True,LinearRegression,4,18.16,73,1480,659,370,73
"2017-05-04 12:44:46,407","20,20","50,50",106,12,12,12,True,LinearRegression,4,16.97,88,1480,651,370,88
"2017-05-04 12:48:22,983","20,20","50,50",106,12,12,12,True,LinearRegression,4,20.12,81,1480,658,370,81
"2017-05-04 12:52:01,663","20,20","50,50",106,12,12,12,True,LinearRegression,4,20.62,81,1480,646,370,81
"2017-05-04 12:55:40,204","20,20","50,50",106,12,12,12,True,LinearRegression,4,19.28,75,1480,631,370,75
"2017-05-04 12:59:18,064","20,20","50,50",106,12,12,12,True,LinearRegression,4,18.11,76,1480,654,370,76
"2017-05-04 13:02:54,157","20,20","50,50",106,12,12,12,True,LinearRegression,4,17.98,81,1480,644,370,81
"2017-05-04 13:06:31,742","20,20","50,50",106,12,12,12,True,LinearRegression,4,20.20,82,1480,642,370,82
"2017-05-04 13:10:09,373","20,20","50,50",106,12,12,12,True,LinearRegression,4,19.10,70,1480,684,370,70
"2017-05-04 13:13:41,122","20,20","50,50",106,12,12,12,True,LinearRegression,4,15.84,79,1480,633,370,79
"2017-05-04 13:17:13,963","20,20","50,50",106,12,12,12,True,LinearRegression,4,17.24,76,1480,644,370,76
"2017-05-04 13:20:50,095","20,20","50,50",106,12,12,12,True,LinearRegression,4,16.82,75,1480,674,370,75
"2017-05-04 13:24:27,324","20,20","50,50",106,12,12,12,True,LinearRegression,4,16.99,74,1480,651,370,74
"2017-05-04 13:27:59,308","20,20","50,50",106,12,12,12,True,LinearRegression,4,15.60,80,1480,671,370,80
"2017-05-04 13:31:27,674","20,20","50,50",106,12,12,12,True,LinearRegression,4,14.01,73,1480,667,370,73
