"2017-05-04 19:49:09,670",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 19:54:03,962","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,28.66,84,1480,640,1480,610,370,84
"2017-05-04 19:59:08,416","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,32.17,76,1480,632,1480,596,370,76
"2017-05-04 20:04:06,660","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,25.81,78,1480,685,1480,592,370,78
"2017-05-04 20:09:09,201","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.62,80,1480,655,1480,574,370,80
"2017-05-04 20:14:15,450","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.16,77,1480,662,1480,567,370,77
"2017-05-04 20:19:12,530","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.27,78,1480,656,1480,622,370,78
"2017-05-04 20:24:07,997","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,26.22,96,1480,648,1480,582,370,96
"2017-05-04 20:29:06,103","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,28.74,80,1480,652,1480,569,370,80
"2017-05-04 20:34:08,102","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.62,91,1480,634,1480,568,370,91
"2017-05-04 20:39:04,311","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.25,88,1480,618,1480,573,370,88
"2017-05-04 20:43:55,755","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,25.31,71,1480,645,1480,586,370,71
"2017-05-04 20:48:52,745","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.03,76,1480,687,1480,595,370,76
"2017-05-04 20:53:48,932","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,27.50,95,1480,695,1480,570,370,95
"2017-05-04 20:58:47,194","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,27.10,81,1480,686,1480,595,370,81
"2017-05-04 21:03:45,940","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,26.30,91,1480,650,1480,594,370,91
"2017-05-04 21:08:41,706","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,26.39,94,1480,681,1480,576,370,94
"2017-05-04 21:13:41,264","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,27.42,76,1480,672,1480,563,370,76
"2017-05-04 21:18:38,751","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.20,75,1480,652,1480,576,370,75
"2017-05-04 21:23:34,717","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,25.05,85,1480,645,1480,604,370,85
"2017-05-04 21:28:35,101","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.52,73,1480,659,1480,616,370,73
"2017-05-04 21:33:38,986","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.13,77,1480,653,1480,575,370,77
"2017-05-04 21:38:42,677","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.79,87,1480,672,1480,575,370,87
"2017-05-04 21:44:17,442","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,32.88,90,1480,670,1480,582,370,90
"2017-05-04 21:49:57,593","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.11,82,1480,662,1480,593,370,82
"2017-05-04 21:55:42,421","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,36.80,92,1480,637,1480,587,370,92
