"2017-05-02 21:35:23,102",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 21:36:41,210","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.06,32,32,200,0,9,41,15,26,20,17,19,16,19,16
"2017-05-02 21:38:00,150","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,5,55,12,34,16,28,17,25,17,22
"2017-05-02 21:39:18,489","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.00,32,32,200,0,6,47,9,38,14,31,15,28,17,23
"2017-05-02 21:40:37,176","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,4,59,7,39,11,27,11,28,11,29
"2017-05-02 21:41:55,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.70,32,32,200,0,2,59,8,39,12,30,13,27,11,30
"2017-05-02 21:43:16,870","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.79,32,32,200,0,2,65,7,46,7,45,5,43,4,39
"2017-05-02 21:44:37,207","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.29,32,32,200,0,2,59,8,38,9,31,12,26,13,26
"2017-05-02 21:45:56,040","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.45,32,32,200,0,6,57,9,40,14,31,15,31,10,35
"2017-05-02 21:47:15,474","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.97,32,32,200,0,2,68,10,40,12,34,11,30,12,28
"2017-05-02 21:48:31,906","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,41.68,32,32,200,0,2,59,6,43,7,41,11,33,13,30
"2017-05-02 21:49:49,906","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.49,32,32,200,0,1,60,6,43,8,41,13,34,15,28
"2017-05-02 21:51:07,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.34,32,32,200,0,3,69,5,57,8,47,11,36,12,33
"2017-05-02 21:52:27,120","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.52,32,32,200,0,7,47,10,35,12,26,15,21,16,19
"2017-05-02 21:53:46,563","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.32,32,32,200,0,5,45,12,26,16,20,18,15,22,13
"2017-05-02 21:55:04,866","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.47,32,32,200,0,5,56,9,44,8,39,12,35,8,35
"2017-05-02 21:56:23,639","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.49,32,32,200,0,5,49,14,24,15,21,13,24,17,18
"2017-05-02 21:57:43,300","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.40,32,32,200,0,6,50,11,28,10,28,10,27,9,29
"2017-05-02 21:59:05,408","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.83,32,32,200,0,7,43,10,36,10,32,10,32,12,28
"2017-05-02 22:00:23,797","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.56,32,32,200,0,6,47,10,34,8,38,9,36,10,33
"2017-05-02 22:01:42,284","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.79,32,32,200,0,2,68,5,48,3,42,8,37,11,34
"2017-05-02 22:03:04,160","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.79,32,32,200,0,5,56,7,42,9,36,11,34,14,29
"2017-05-02 22:04:21,257","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.95,32,32,200,0,2,65,3,55,4,46,4,41,6,40
"2017-05-02 22:05:41,301","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.27,32,32,200,0,3,56,13,31,12,29,15,24,17,22
"2017-05-02 22:07:00,866","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.34,32,32,200,0,5,53,5,50,8,43,9,36,10,32
"2017-05-02 22:08:21,263","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.81,32,32,200,0,10,46,13,27,18,21,18,18,17,19
