"2017-05-02 01:05:48,696",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 01:08:40,911","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1093,0,2044,0,1007
"2017-05-02 01:11:36,346","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1075,0,2714,0,1627
"2017-05-02 01:14:29,847","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1097,0,2528,0,1139
"2017-05-02 01:17:23,041","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.36,500,100,50,0,0,1089,0,2700,0,1190
"2017-05-02 01:20:14,137","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1111,0,2135,0,1006
"2017-05-02 01:23:05,712","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1073,0,2202,0,1045
"2017-05-02 01:25:56,886","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1104,0,2685,0,1248
"2017-05-02 01:28:50,344","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.29,500,100,50,0,0,1117,0,2765,0,1474
"2017-05-02 01:31:40,243","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,39.26,500,100,50,0,0,1091,0,2274,0,1011
"2017-05-02 01:34:32,734","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.31,500,100,50,0,0,1091,0,2601,0,1343
"2017-05-02 01:37:24,747","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.46,500,100,50,0,0,1078,0,2658,0,1289
"2017-05-02 01:40:13,946","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.17,500,100,50,0,0,1073,0,2760,0,1269
"2017-05-02 01:43:06,535","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.73,500,100,50,0,0,1089,0,2774,0,1640
"2017-05-02 01:45:59,754","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.57,500,100,50,0,0,1057,0,2518,0,1191
"2017-05-02 01:48:53,038","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.28,500,100,50,0,0,1049,0,2086,0,1057
"2017-05-02 01:51:43,324","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.28,500,100,50,0,0,1105,0,2583,0,1463
"2017-05-02 01:54:33,600","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.36,500,100,50,0,0,1111,0,1990,0,1330
"2017-05-02 01:57:26,644","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1140,0,2644,0,1061
"2017-05-02 02:00:14,404","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.63,500,100,50,0,0,1080,0,2758,0,1232
"2017-05-02 02:03:04,742","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.58,500,100,50,0,0,1104,0,2740,0,1707
"2017-05-02 02:05:52,704","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.33,500,100,50,0,0,1074,0,2274,0,1031
"2017-05-02 02:08:44,119","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.21,500,100,50,0,0,1101,0,2912,0,1296
"2017-05-02 02:11:37,295","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.41,500,100,50,0,0,1062,0,2467,0,1125
"2017-05-02 02:14:26,518","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.33,500,100,50,0,0,1083,0,2112,0,1008
"2017-05-02 02:17:11,917","16,16,16","20,20,20",102,7,7,7,True,LinearRegression,38.64,500,100,50,0,0,1101,0,2249,0,1016
