"2017-05-01 19:44:53,952",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 19:47:41,591","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.29,500,100,50,0,0,1085,0,1636,0,1008
"2017-05-01 19:50:30,434","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.61,500,100,50,0,0,1008,0,2477,0,1058
"2017-05-01 19:53:24,136","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1075,0,2758,0,1171
"2017-05-01 19:56:12,339","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.56,500,100,50,0,0,1034,0,2433,0,1001
"2017-05-01 19:59:01,347","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.77,500,100,50,0,0,1014,0,1204,0,1121
"2017-05-01 20:01:50,811","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.63,500,100,50,0,0,1061,0,2284,0,1029
"2017-05-01 20:04:39,920","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.78,500,100,50,0,0,1062,0,2179,0,1000
"2017-05-01 20:07:31,757","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.88,500,100,50,0,0,1036,0,2630,0,1207
"2017-05-01 20:10:20,363","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.12,500,100,50,0,0,1005,0,2864,0,1225
"2017-05-01 20:13:09,748","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1017,0,1302,0,1327
"2017-05-01 20:15:57,125","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1036,0,2667,0,1053
"2017-05-01 20:18:44,375","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1055,0,2243,0,1026
"2017-05-01 20:21:29,369","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.39,500,100,50,0,0,1057,0,1463,0,1225
"2017-05-01 20:24:17,776","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.42,500,100,50,0,0,1041,0,2276,0,1087
"2017-05-01 20:27:08,045","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.21,500,100,50,0,0,1026,0,1679,0,1046
"2017-05-01 20:29:59,441","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.24,500,100,50,0,0,1058,0,2666,0,1110
"2017-05-01 20:32:46,983","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.56,500,100,50,0,0,1024,0,1445,0,1012
"2017-05-01 20:35:35,337","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.34,500,100,50,0,0,1020,0,2849,0,1184
"2017-05-01 20:38:25,479","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.23,500,100,50,0,0,1021,0,1577,0,2059
"2017-05-01 20:41:10,396","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.59,500,100,50,0,0,1045,0,2002,0,1101
"2017-05-01 20:43:59,471","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.41,500,100,50,0,0,1024,0,1803,0,1000
"2017-05-01 20:46:46,821","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.25,500,100,50,0,0,1060,0,2499,0,1054
"2017-05-01 20:49:36,764","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.34,500,100,50,0,0,1034,0,1513,0,2174
"2017-05-01 20:52:26,239","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.18,500,100,50,0,0,1020,0,2856,0,1150
"2017-05-01 20:55:13,712","16,16,16","20,20,20",90,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1023,0,1590,0,1000
