"2017-05-04 19:44:50,957",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 19:49:51,811","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.92,86,1480,684,1480,609,370,86
"2017-05-04 19:54:57,765","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.47,83,1480,644,1480,591,370,83
"2017-05-04 19:59:52,750","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.09,78,1480,655,1480,572,370,78
"2017-05-04 20:04:44,527","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,26.04,93,1480,662,1480,568,370,93
"2017-05-04 20:09:44,169","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.38,83,1480,645,1480,574,370,83
"2017-05-04 20:14:46,835","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.65,73,1480,646,1480,591,370,73
"2017-05-04 20:19:51,571","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,32.89,82,1480,655,1480,614,370,82
"2017-05-04 20:24:53,486","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,30.09,82,1480,648,1480,603,370,82
"2017-05-04 20:29:58,358","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.98,87,1480,676,1480,601,370,87
"2017-05-04 20:35:01,652","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.86,78,1480,657,1480,593,370,78
"2017-05-04 20:40:02,251","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,27.78,91,1480,677,1480,596,370,91
"2017-05-04 20:45:02,874","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.82,93,1480,645,1480,562,370,93
"2017-05-04 20:50:02,973","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,28.02,92,1480,645,1480,586,370,92
"2017-05-04 20:55:05,714","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.02,83,1480,646,1480,620,370,83
"2017-05-04 21:00:04,061","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.16,83,1480,668,1480,607,370,83
"2017-05-04 21:05:10,052","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,34.47,81,1480,670,1480,567,370,81
"2017-05-04 21:10:14,573","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,34.99,92,1480,654,1480,582,370,92
"2017-05-04 21:15:12,622","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,28.08,85,1480,658,1480,626,370,85
"2017-05-04 21:20:14,314","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,31.28,77,1480,655,1480,599,370,77
"2017-05-04 21:25:10,960","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,26.26,86,1480,663,1480,587,370,86
"2017-05-04 21:30:14,769","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,29.59,84,1480,650,1480,582,370,84
"2017-05-04 21:35:14,482","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,28.91,73,1480,683,1480,593,370,73
"2017-05-04 21:40:19,436","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.45,87,1480,652,1480,581,370,87
"2017-05-04 21:46:00,328","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.00,66,1480,680,1480,593,370,66
"2017-05-04 21:51:39,175","20,20,20","50,50,50",106,12,12,12,True,LinearRegression,4,33.79,78,1480,665,1480,592,370,78
