"2017-05-02 12:00:59,278",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 12:04:35,760","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,44.55,500,100,50,0,0,1036,0,2352,0,1034
"2017-05-02 12:08:11,340","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,43.37,500,100,50,0,0,1032,0,2081,0,1171
"2017-05-02 12:11:47,398","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,45.12,500,100,50,0,0,1041,0,2252,0,1089
"2017-05-02 12:15:20,774","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.04,500,100,50,0,0,1043,0,1788,0,1347
"2017-05-02 12:19:09,756","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,57.81,500,100,50,0,0,1028,0,2292,0,1187
"2017-05-02 12:22:45,403","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,43.50,500,100,50,0,0,1033,0,2238,0,1297
"2017-05-02 12:26:18,073","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.25,500,100,50,0,0,1039,0,2155,0,1051
"2017-05-02 12:29:45,595","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.39,500,100,50,0,0,1034,0,2091,0,1100
"2017-05-02 12:33:19,017","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.02,500,100,50,0,0,1043,0,2089,0,1016
"2017-05-02 12:36:51,694","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.03,500,100,50,0,0,1038,0,1863,0,1115
"2017-05-02 12:40:25,702","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.44,500,100,50,0,0,1032,0,2005,0,1092
"2017-05-02 12:44:12,678","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,57.53,500,100,50,0,0,1024,0,2133,0,1142
"2017-05-02 12:47:44,645","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.12,500,100,50,0,0,1031,0,1991,0,1119
"2017-05-02 12:51:17,472","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,41.93,500,100,50,0,0,1018,0,1923,0,1221
"2017-05-02 12:54:49,352","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.02,500,100,50,0,0,1031,0,2223,0,1342
"2017-05-02 12:58:22,074","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.23,500,100,50,0,0,1029,0,2314,0,1139
"2017-05-02 13:01:55,843","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,41.98,500,100,50,0,0,1024,0,2002,0,1005
"2017-05-02 13:05:24,377","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,45.83,500,100,50,0,0,1048,0,2267,0,1044
"2017-05-02 13:08:15,923","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.49,500,100,50,0,0,1032,0,1539,0,1057
"2017-05-02 13:11:07,813","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.92,500,100,50,0,0,1030,0,1922,0,1175
"2017-05-02 13:14:00,128","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.95,500,100,50,0,0,1036,0,2151,0,1108
"2017-05-02 13:16:52,720","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,37.69,500,100,50,0,0,1060,0,2130,0,1193
"2017-05-02 13:19:43,225","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.63,500,100,50,0,0,1047,0,2169,0,1266
"2017-05-02 13:22:41,148","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,42.48,500,100,50,0,0,1036,0,2270,0,1176
"2017-05-02 13:25:32,716","16,16,16","20,20,20",36,7,7,7,True,LinearRegression,35.79,500,100,50,0,0,1032,0,2028,0,1177
