"2017-05-02 19:52:46,881",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 19:53:56,615","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.89,32,32,200,0,4,56,11,30,20,15,21,13,23,11
"2017-05-02 19:55:04,019","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.84,32,32,200,0,4,52,12,31,22,11,26,7,29,3
"2017-05-02 19:56:11,911","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.32,32,32,200,0,4,59,13,25,15,22,15,19,20,14
"2017-05-02 19:57:19,925","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.01,32,32,200,0,5,57,14,29,18,20,21,12,28,4
"2017-05-02 19:58:28,659","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.44,32,32,200,0,5,56,14,26,23,10,25,7,26,6
"2017-05-02 19:59:36,256","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.19,32,32,200,0,4,51,14,27,21,15,23,10,28,4
"2017-05-02 20:00:43,531","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.96,32,32,200,0,2,66,9,35,21,14,24,9,26,6
"2017-05-02 20:01:51,581","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.37,32,32,200,0,0,70,12,27,20,15,23,10,25,9
"2017-05-02 20:03:00,199","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.86,32,32,200,0,4,76,13,37,16,26,19,17,22,10
"2017-05-02 20:04:07,475","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.25,32,32,200,0,5,57,17,26,20,12,27,5,27,5
"2017-05-02 20:05:15,228","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.51,32,32,200,0,3,57,11,32,15,26,20,12,19,13
"2017-05-02 20:06:25,798","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.58,32,32,200,0,3,57,9,34,20,18,23,12,28,6
"2017-05-02 20:07:34,269","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.23,32,32,200,0,4,65,11,34,15,22,20,16,21,13
"2017-05-02 20:08:42,229","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.16,32,32,200,0,3,63,9,37,18,20,21,17,24,9
"2017-05-02 20:09:50,174","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.13,32,32,200,0,2,59,8,36,14,22,24,9,26,6
"2017-05-02 20:10:58,267","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.38,32,32,200,0,5,49,12,28,22,14,26,8,25,9
"2017-05-02 20:12:06,057","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.11,32,32,200,0,4,61,12,32,17,25,20,18,26,9
"2017-05-02 20:13:13,602","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.97,32,32,200,0,4,58,13,25,28,7,28,4,28,4
"2017-05-02 20:14:21,591","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.40,32,32,200,0,3,65,10,38,14,25,16,21,20,16
"2017-05-02 20:15:29,322","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.15,32,32,200,0,2,66,12,34,17,19,21,12,26,7
"2017-05-02 20:16:38,032","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.66,32,32,200,0,2,66,13,31,23,13,25,7,25,9
"2017-05-02 20:17:46,133","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.82,32,32,200,0,2,75,15,35,20,19,24,11,27,6
"2017-05-02 20:18:54,432","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.02,32,32,200,0,3,55,13,25,19,17,24,13,25,8
"2017-05-02 20:20:02,146","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.40,32,32,200,0,3,72,10,39,16,27,15,22,27,6
"2017-05-02 20:21:10,202","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.80,32,32,200,0,3,61,12,27,17,15,25,7,24,8
