"2017-05-02 19:53:20,149",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 19:54:28,174","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.23,32,32,200,0,2,64,9,33,11,25,16,16,22,10
"2017-05-02 19:55:35,738","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.86,32,32,200,0,2,58,14,24,19,16,21,13,22,12
"2017-05-02 19:56:44,072","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.42,32,32,200,0,4,53,16,22,23,14,25,8,29,3
"2017-05-02 19:57:52,684","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.71,32,32,200,0,3,52,14,27,25,10,26,9,28,6
"2017-05-02 19:59:01,700","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,39.07,32,32,200,0,3,52,12,27,18,17,18,17,25,7
"2017-05-02 20:00:10,037","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.25,32,32,200,0,3,60,14,27,17,21,19,16,25,9
"2017-05-02 20:01:18,508","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.10,32,32,200,0,6,61,14,26,22,10,27,6,23,10
"2017-05-02 20:02:26,659","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.56,32,32,200,0,3,60,9,38,13,24,22,12,25,8
"2017-05-02 20:03:34,841","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.59,32,32,200,0,2,58,13,24,20,16,24,10,24,9
"2017-05-02 20:04:42,998","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.91,32,32,200,0,3,64,11,36,15,25,20,16,26,9
"2017-05-02 20:05:51,705","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.58,32,32,200,0,3,51,16,24,17,21,22,12,22,11
"2017-05-02 20:07:01,662","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,40.04,32,32,200,0,2,69,11,35,20,16,25,10,25,9
"2017-05-02 20:08:08,892","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.75,32,32,200,0,6,61,9,35,17,17,25,9,27,5
"2017-05-02 20:09:15,987","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.57,32,32,200,0,4,70,13,30,17,22,22,11,25,7
"2017-05-02 20:10:24,148","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.20,32,32,200,0,7,54,15,27,22,16,23,13,27,6
"2017-05-02 20:11:32,013","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.73,32,32,200,0,4,61,11,28,19,14,23,10,26,7
"2017-05-02 20:12:39,084","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.81,32,32,200,0,3,66,16,26,19,19,22,13,25,7
"2017-05-02 20:13:47,175","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.83,32,32,200,0,2,66,7,39,19,24,23,13,27,8
"2017-05-02 20:14:55,740","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.51,32,32,200,0,6,63,18,19,21,14,23,10,27,5
"2017-05-02 20:16:03,237","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.06,32,32,200,0,7,53,15,25,20,15,23,9,28,4
"2017-05-02 20:17:11,813","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.66,32,32,200,0,3,61,11,31,17,16,24,8,22,10
"2017-05-02 20:18:19,497","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.35,32,32,200,0,4,48,19,17,22,10,26,6,31,1
"2017-05-02 20:19:27,788","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.30,32,32,200,0,6,52,13,32,17,20,21,15,27,8
"2017-05-02 20:20:36,219","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,38.59,32,32,200,0,2,72,9,48,18,23,21,12,20,13
"2017-05-02 20:21:43,429","30,30,30,30,30","30,30,30,30,30",62,4,0,0,True,LinearRegression,37.74,32,32,200,0,5,51,18,22,20,18,22,12,25,10
