"2017-05-04 03:10:04,195",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 03:13:09,188","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.55,80,1480,740,1480,670,370,80
"2017-05-04 03:16:14,233","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.85,79,1480,775,1480,686,370,79
"2017-05-04 03:19:16,196","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.55,85,1480,749,1480,670,370,85
"2017-05-04 03:22:19,642","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.48,90,1480,751,1480,644,370,90
"2017-05-04 03:25:22,386","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.43,96,1480,775,1480,689,370,96
"2017-05-04 03:28:26,791","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.08,79,1480,727,1480,657,370,79
"2017-05-04 03:31:29,304","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.48,80,1480,767,1480,676,370,80
"2017-05-04 03:34:31,573","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.47,81,1480,752,1480,661,370,81
"2017-05-04 03:37:35,848","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.23,88,1480,736,1480,686,370,88
"2017-05-04 03:40:38,388","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.10,87,1480,750,1480,675,370,87
"2017-05-04 03:43:41,635","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.51,109,1480,768,1480,694,370,109
"2017-05-04 03:46:44,825","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.46,90,1480,708,1480,666,370,90
"2017-05-04 03:49:48,365","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.35,97,1480,733,1480,678,370,97
"2017-05-04 03:52:51,819","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.70,94,1480,758,1480,667,370,94
"2017-05-04 03:55:56,144","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.46,91,1480,751,1480,685,370,91
"2017-05-04 03:59:02,185","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.03,77,1480,771,1480,662,370,77
"2017-05-04 04:02:07,189","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,18.14,90,1480,789,1480,673,370,90
"2017-05-04 04:05:14,510","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,22.69,97,1480,745,1480,683,370,97
"2017-05-04 04:08:19,653","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.33,101,1480,779,1480,681,370,101
"2017-05-04 04:11:26,861","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.52,97,1480,774,1480,650,370,97
"2017-05-04 04:14:36,191","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,23.03,83,1480,756,1480,680,370,83
"2017-05-04 04:17:43,265","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.85,82,1480,765,1480,678,370,82
"2017-05-04 04:20:50,182","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,21.35,87,1480,763,1480,684,370,87
"2017-05-04 04:23:55,082","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,19.76,102,1480,735,1480,662,370,102
"2017-05-04 04:26:59,732","20,20,20","30,30,30",106,12,12,12,True,LinearRegression,4,20.94,95,1480,759,1480,662,370,95
