1 1 1.860936
1 2 -0.207383
1 3 0.261557
1 4 -0.214562
1 5 -0.171253
1 6 -0.118167
1 7 -0.277557
1 8 0.025668
1 9 0.126701
1 10 -0.306756
1 11 -0.213076
1 12 0.088728

2 1 1.891651
2 2 -0.193249
2 3 0.235363
2 4 -0.249118
2 5 -0.112890
2 6 -0.112238
2 7 -0.311997
2 8 -0.027122
2 9 0.171457
2 10 -0.289431
2 11 -0.247722
2 12 0.093011

3 1 1.939205
3 2 -0.239664
3 3 0.258561
3 4 -0.291458
3 5 -0.041053
3 6 -0.102034
3 7 -0.383300
3 8 0.019013
3 9 0.169510
3 10 -0.314894
3 11 -0.227908
3 12 0.074638

4 1 1.717517
4 2 -0.218572
4 3 0.217119
4 4 -0.228186
4 5 -0.018608
4 6 -0.137624
4 7 -0.403318
4 8 -0.009643
4 9 0.164607
4 10 -0.323267
4 11 -0.210105
4 12 0.098098

5 1 1.741191
5 2 -0.279891
5 3 0.196583
5 4 -0.236377
5 5 -0.032012
5 6 -0.090612
5 7 -0.363134
5 8 -0.012571
5 9 0.124298
5 10 -0.351171
5 11 -0.216545
5 12 0.113899

6 1 1.684695
6 2 -0.311977
6 3 0.195453
6 4 -0.231970
6 5 -0.068670
6 6 -0.003822
6 7 -0.341940
6 8 -0.008826
6 9 0.085097
6 10 -0.364329
6 11 -0.204794
6 12 0.101838

7 1 1.637373
7 2 -0.336227
7 3 0.152766
7 4 -0.223842
7 5 -0.026278
7 6 -0.009157
7 7 -0.363866
7 8 -0.003117
7 9 0.055479
7 10 -0.358107
7 11 -0.181643
7 12 0.082056

8 1 1.643283
8 2 -0.349773
8 3 0.131553
8 4 -0.154519
8 5 -0.035292
8 6 0.023719
8 7 -0.381399
8 8 -0.021189
8 9 0.020397
8 10 -0.340491
8 11 -0.156417
8 12 0.080884

9 1 1.607030
9 2 -0.382745
9 3 0.179038
9 4 -0.115949
9 5 -0.060406
9 6 0.057800
9 7 -0.364642
9 8 -0.069230
9 9 -0.019788
9 10 -0.355996
9 11 -0.115129
9 12 0.131928

10 1 1.617907
10 2 -0.527367
10 3 0.179878
10 4 -0.083292
10 5 0.031747
10 6 0.081424
10 7 -0.418227
10 8 -0.081175
10 9 -0.022385
10 10 -0.337660
10 11 -0.103184
10 12 0.102266

11 1 1.510350
11 2 -0.548025
11 3 0.131930
11 4 -0.028036
11 5 0.104782
11 6 0.092027
11 7 -0.416792
11 8 -0.120635
11 9 -0.056442
11 10 -0.308850
11 11 -0.099587
11 12 0.103529

12 1 1.371225
12 2 -0.470988
12 3 0.043163
12 4 0.019166
12 5 0.165104
12 6 0.095890
12 7 -0.416692
12 8 -0.159574
12 9 -0.078847
12 10 -0.326813
12 11 -0.073882
12 12 0.141055

13 1 1.299045
13 2 -0.495095
13 3 0.029375
13 4 0.026418
13 5 0.218288
13 6 0.075750
13 7 -0.374873
13 8 -0.191542
13 9 -0.103774
13 10 -0.322266
13 11 -0.066122
13 12 0.130722

14 1 1.221498
14 2 -0.500080
14 3 -0.002802
14 4 0.095565
14 5 0.226836
14 6 0.055463
14 7 -0.374477
14 8 -0.233165
14 9 -0.064838
14 10 -0.296219
14 11 -0.075885
14 12 0.091973

15 1 1.181849
15 2 -0.496439
15 3 -0.075193
15 4 0.167288
15 5 0.294219
15 6 0.009977
15 7 -0.400300
15 8 -0.233576
15 9 -0.067197
15 10 -0.236504
15 11 -0.096844
15 12 0.010373

16 1 1.161630
16 2 -0.481933
16 3 -0.052291
16 4 0.156674
16 5 0.361226
16 6 -0.029372
16 7 -0.439398
16 8 -0.153779
16 9 -0.144769
16 10 -0.214368
16 11 -0.068804
16 12 -0.041047

17 1 1.194990
17 2 -0.510964
17 3 0.065827
17 4 0.175791
17 5 0.353618
17 6 -0.066702
17 7 -0.483034
17 8 -0.061150
17 9 -0.196565
17 10 -0.220477
17 11 -0.027920
17 12 -0.085436

18 1 1.264847
18 2 -0.564878
18 3 0.162907
18 4 0.186745
18 5 0.356860
18 6 -0.103597
18 7 -0.477584
18 8 -0.036123
18 9 -0.218547
18 10 -0.204974
18 11 -0.019119
18 12 -0.136857

19 1 1.250698
19 2 -0.612291
19 3 0.205701
19 4 0.211003
19 5 0.369712
19 6 -0.135327
19 7 -0.511918
19 8 -0.008747
19 9 -0.203637
19 10 -0.212982
19 11 -0.023570
19 12 -0.170498

20 1 1.261441
20 2 -0.638350
20 3 0.217443
20 4 0.263384
20 5 0.391115
20 6 -0.176897
20 7 -0.510697
20 8 0.020526
20 9 -0.217709
20 10 -0.219071
20 11 -0.033314
20 12 -0.175986

