"2017-05-18 13:15:20,548",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-18 13:16:29,156","32","40","146",4,0,0,True,LinearRegression,55.57,32,32,200,1,32,0
"2017-05-18 13:17:37,097","32","40","146",4,0,0,True,LinearRegression,55.21,32,32,200,1,32,0
"2017-05-18 13:18:42,965","32","40","146",4,0,0,True,LinearRegression,53.22,32,32,200,1,32,0
"2017-05-18 13:19:35,197","32","40","146",4,0,0,True,LinearRegression,40.34,32,32,200,1,32,0
"2017-05-18 13:20:28,677","32","40","146",4,0,0,True,LinearRegression,41.11,32,32,200,1,32,0
"2017-05-18 13:21:20,763","32","40","146",4,0,0,True,LinearRegression,39.84,32,32,200,1,32,0
"2017-05-18 13:22:13,675","32","40","146",4,0,0,True,LinearRegression,41.59,32,32,200,1,32,0
"2017-05-18 13:23:13,968","32","40","146",4,0,0,True,LinearRegression,47.73,32,32,200,1,32,0
"2017-05-18 13:24:08,533","32","40","146",4,0,0,True,LinearRegression,42.39,32,32,200,1,32,0
"2017-05-18 13:25:04,293","32","40","146",4,0,0,True,LinearRegression,44.08,32,32,200,1,32,0
"2017-05-18 13:26:00,078","32","40","146",4,0,0,True,LinearRegression,43.08,32,32,200,1,32,0
"2017-05-18 13:27:10,678","32","40","146",4,0,0,True,LinearRegression,57.63,32,32,200,1,32,0
"2017-05-18 13:28:02,093","32","40","146",4,0,0,True,LinearRegression,39.82,32,32,200,1,32,0
"2017-05-18 13:28:54,262","32","40","146",4,0,0,True,LinearRegression,40.19,32,32,200,1,32,0
"2017-05-18 13:29:48,205","32","40","146",4,0,0,True,LinearRegression,41.08,32,32,200,1,32,0
"2017-05-18 13:30:40,647","32","40","146",4,0,0,True,LinearRegression,40.52,32,32,200,1,32,0
"2017-05-18 13:31:48,805","32","40","146",4,0,0,True,LinearRegression,55.44,32,32,200,1,32,0
"2017-05-18 13:32:44,133","32","40","146",4,0,0,True,LinearRegression,42.36,32,32,200,1,32,0
"2017-05-18 13:33:34,398","32","40","146",4,0,0,True,LinearRegression,39.20,32,32,200,1,32,0
"2017-05-18 13:34:29,072","32","40","146",4,0,0,True,LinearRegression,42.36,32,32,200,1,32,0
"2017-05-18 13:35:20,186","32","40","146",4,0,0,True,LinearRegression,39.40,32,32,200,1,32,0
"2017-05-18 13:36:09,840","32","40","146",4,0,0,True,LinearRegression,39.04,32,32,200,1,32,0
"2017-05-18 13:37:01,893","32","40","146",4,0,0,True,LinearRegression,40.14,32,32,200,1,32,0
"2017-05-18 13:37:53,557","32","40","146",4,0,0,True,LinearRegression,40.02,32,32,200,1,32,0
"2017-05-18 13:38:48,023","32","40","146",4,0,0,True,LinearRegression,42.77,32,32,200,1,32,0
"2017-05-18 13:13:15,766","32","40","146",4,0,0,True,LinearRegression,40.59,32,32,200,1,32,0
"2017-05-18 13:14:03,043","32","40","146",4,0,0,True,LinearRegression,36.97,32,32,200,1,32,0
"2017-05-18 13:15:04,856","32","40","146",4,0,0,True,LinearRegression,49.44,32,32,200,1,32,0
"2017-05-18 13:16:06,960","32","40","146",4,0,0,True,LinearRegression,49.38,32,32,200,1,32,0
"2017-05-18 13:17:10,389","32","40","146",4,0,0,True,LinearRegression,50.56,32,32,200,1,32,0
