"2017-05-18 12:18:14,472",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-18 12:18:58,380","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.39,32,32,200,0,2,57,0,125,0,154
"2017-05-18 12:19:41,199","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.23,32,32,200,0,5,51,0,114,0,146
"2017-05-18 12:20:22,350","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.89,32,32,200,0,6,46,0,112,0,153
"2017-05-18 12:21:02,854","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.59,32,32,200,0,4,54,0,119,0,150
"2017-05-18 12:21:43,581","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.37,32,32,200,0,1,60,0,124,0,155
"2017-05-18 12:22:24,539","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.72,32,32,200,0,4,61,0,123,0,150
"2017-05-18 12:23:07,684","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.02,32,32,200,0,2,56,0,124,0,147
"2017-05-18 12:23:50,728","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.78,32,32,200,0,4,53,0,117,0,146
"2017-05-18 12:24:31,932","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.16,32,32,200,0,4,63,0,119,0,153
"2017-05-18 12:25:13,431","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.29,32,32,200,0,6,49,0,108,0,151
"2017-05-18 12:25:56,216","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.12,32,32,200,0,5,60,0,127,0,155
"2017-05-18 12:26:36,839","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.96,32,32,200,0,6,53,0,120,0,147
"2017-05-18 12:27:17,801","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.57,32,32,200,0,6,47,0,118,0,151
"2017-05-18 12:28:00,325","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.89,32,32,200,0,3,55,0,125,0,155
"2017-05-18 12:28:42,143","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.31,32,32,200,0,1,66,0,135,0,157
"2017-05-18 12:29:26,052","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.44,32,32,200,0,1,68,0,126,0,152
"2017-05-18 12:30:12,631","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,27.55,32,32,200,0,4,61,0,129,0,156
"2017-05-18 12:30:55,673","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.68,32,32,200,0,4,60,0,131,0,153
"2017-05-18 12:31:36,890","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.09,32,32,200,0,5,51,0,111,0,156
"2017-05-18 12:32:20,762","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.00,32,32,200,0,5,46,0,115,0,160
"2017-05-18 12:33:04,557","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.65,32,32,200,0,3,56,0,112,0,151
"2017-05-18 12:33:47,233","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.43,32,32,200,0,2,56,0,122,0,160
"2017-05-18 12:34:32,043","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,26.39,32,32,200,0,6,44,0,116,0,156
"2017-05-18 12:35:12,952","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.39,32,32,200,0,2,58,0,123,0,148
"2017-05-18 12:36:01,319","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,30.03,32,32,200,0,6,59,0,123,0,152
"2017-05-18 12:18:39,447","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,28.91,32,32,200,0,6,42,0,120,0,149
"2017-05-18 12:19:21,471","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.01,32,32,200,0,2,57,0,123,0,153
"2017-05-18 12:20:03,643","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.63,32,32,200,0,5,54,0,131,0,150
"2017-05-18 12:20:43,369","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,21.72,32,32,200,0,2,70,0,131,0,155
"2017-05-18 12:21:24,544","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.62,32,32,200,0,6,45,1,100,0,146
"2017-05-18 12:22:05,034","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.49,32,32,200,0,4,61,0,125,0,150
"2017-05-18 12:22:44,784","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.70,32,32,200,0,5,56,0,122,0,152
"2017-05-18 12:23:24,936","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,21.99,32,32,200,0,1,66,0,119,0,154
"2017-05-18 12:24:08,854","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.80,32,32,200,0,4,58,0,120,0,152
"2017-05-18 12:24:48,214","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,21.46,32,32,200,0,6,45,0,121,0,154
"2017-05-18 12:25:34,630","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,28.43,32,32,200,0,1,68,0,121,0,152
"2017-05-18 12:26:15,132","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.73,32,32,200,0,2,61,0,129,0,155
"2017-05-18 12:27:01,780","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,28.37,32,32,200,0,3,54,0,120,0,155
"2017-05-18 12:27:44,294","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,24.24,32,32,200,0,4,43,0,96,0,144
"2017-05-18 12:28:28,241","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,25.93,32,32,200,0,3,56,0,123,0,154
"2017-05-18 12:29:08,281","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,22.01,32,32,200,0,1,61,0,126,0,148
"2017-05-18 12:29:53,461","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,27.19,32,32,200,0,4,54,1,110,0,154
"2017-05-18 12:30:34,249","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,23.02,32,32,200,0,2,63,0,134,0,152
"2017-05-18 12:31:18,910","30,30,30","30,20,20","195,195,195",4,0,0,True,LinearRegression,27.13,32,32,200,0,1,61,0,129,0,155
