"2017-05-04 11:39:31,211",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif
"2017-05-04 13:19:24,501","20,20","50,50",102,12,12,12,True,LinearRegression,4,27.87,94,1480,618,370,94
"2017-05-04 13:23:55,211","20,20","50,50",102,12,12,12,True,LinearRegression,4,28.72,112,1480,615,370,112
"2017-05-04 13:28:32,274","20,20","50,50",102,12,12,12,True,LinearRegression,4,35.57,98,1480,604,370,98
"2017-05-04 13:33:03,344","20,20","50,50",102,12,12,12,True,LinearRegression,4,35.01,96,1480,590,370,96
"2017-05-04 09:03:59,948","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.61,110,1480,590,370,110
"2017-05-04 09:07:31,088","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.94,97,1480,601,370,97
"2017-05-04 09:11:10,949","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.47,95,1480,594,370,95
"2017-05-04 09:14:44,992","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.28,99,1480,620,370,99
"2017-05-04 09:18:17,769","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.77,108,1480,626,370,108
"2017-05-04 09:21:57,372","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.00,97,1480,630,370,97
"2017-05-04 09:25:31,440","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.44,96,1480,632,370,96
"2017-05-04 09:29:04,983","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.75,93,1480,605,370,93
"2017-05-04 09:32:43,080","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.55,102,1480,612,370,102
"2017-05-04 09:36:22,781","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.78,105,1480,599,370,105
"2017-05-04 09:40:01,384","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.71,112,1480,624,370,112
"2017-05-04 09:43:38,615","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.31,99,1480,614,370,99
"2017-05-04 09:47:15,601","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.53,106,1480,595,370,106
"2017-05-04 09:50:53,182","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.39,96,1480,612,370,96
"2017-05-04 09:54:25,421","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.68,95,1480,607,370,95
"2017-05-04 09:58:04,621","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.18,98,1480,620,370,98
"2017-05-04 10:01:39,457","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.63,110,1480,599,370,110
"2017-05-04 10:05:16,880","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.24,102,1480,588,370,102
"2017-05-04 10:08:52,693","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.76,94,1480,621,370,94
"2017-05-04 10:12:28,494","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.07,101,1480,589,370,101
"2017-05-04 10:16:06,243","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.20,97,1480,582,370,97
"2017-05-04 10:19:37,375","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.45,102,1480,606,370,102
"2017-05-04 10:23:05,903","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.39,99,1480,633,370,99
"2017-05-04 10:26:42,764","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.63,117,1480,592,370,117
"2017-05-04 10:30:16,430","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.48,105,1480,594,370,105
"2017-05-04 09:04:23,182","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.87,109,1480,622,370,109
"2017-05-04 09:07:59,021","20,20","50,50",102,12,12,12,True,LinearRegression,4,13.55,99,1480,586,370,99
"2017-05-04 09:11:38,872","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.11,92,1480,620,370,92
"2017-05-04 09:15:15,543","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.46,93,1480,587,370,93
"2017-05-04 09:18:50,970","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.01,97,1480,601,370,97
"2017-05-04 09:22:28,063","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.59,96,1480,617,370,96
"2017-05-04 09:26:09,164","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.28,99,1480,588,370,99
"2017-05-04 09:29:50,274","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.16,89,1480,626,370,89
"2017-05-04 09:33:27,992","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.63,95,1480,588,370,95
"2017-05-04 09:37:06,171","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.25,110,1480,587,370,110
"2017-05-04 09:40:43,123","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.92,100,1480,610,370,100
"2017-05-04 09:44:20,104","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.52,102,1480,605,370,102
"2017-05-04 09:48:03,633","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.86,91,1480,608,370,91
"2017-05-04 09:51:46,441","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.97,112,1480,593,370,112
"2017-05-04 09:55:25,652","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.37,92,1480,635,370,92
"2017-05-04 09:59:00,192","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.38,117,1480,616,370,117
"2017-05-04 10:02:37,463","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.66,107,1480,595,370,107
"2017-05-04 10:06:14,748","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.08,107,1480,607,370,107
"2017-05-04 10:09:51,478","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.64,92,1480,606,370,92
"2017-05-04 10:13:27,366","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.69,103,1480,604,370,103
"2017-05-04 10:17:03,287","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.39,111,1480,634,370,111
"2017-05-04 10:20:47,269","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.03,103,1480,604,370,103
"2017-05-04 10:24:27,495","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.58,102,1480,610,370,102
"2017-05-04 10:28:08,754","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.27,101,1480,581,370,101
"2017-05-04 10:31:47,480","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.82,103,1480,610,370,103
"2017-05-04 09:05:46,907","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.88,108,1480,597,370,108
"2017-05-04 09:09:24,736","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.94,104,1480,585,370,104
"2017-05-04 09:13:02,286","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.52,93,1480,601,370,93
"2017-05-04 09:16:34,949","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.00,91,1480,597,370,91
"2017-05-04 09:20:13,739","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.10,90,1480,615,370,90
"2017-05-04 09:23:47,855","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.57,99,1480,626,370,99
"2017-05-04 09:27:20,448","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.19,101,1480,618,370,101
"2017-05-04 09:30:51,629","20,20","50,50",102,12,12,12,True,LinearRegression,4,13.54,107,1480,613,370,107
"2017-05-04 09:34:25,395","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.07,92,1480,561,370,92
"2017-05-04 09:37:54,754","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.25,108,1480,620,370,108
"2017-05-04 09:41:32,728","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.21,96,1480,620,370,96
"2017-05-04 09:45:10,343","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.32,106,1480,594,370,106
"2017-05-04 09:48:45,782","20,20","50,50",102,12,12,12,True,LinearRegression,4,18.26,104,1480,611,370,104
"2017-05-04 09:52:17,835","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.30,111,1480,630,370,111
"2017-05-04 09:55:50,802","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.61,100,1480,595,370,100
"2017-05-04 09:59:23,710","20,20","50,50",102,12,12,12,True,LinearRegression,4,14.79,102,1480,600,370,102
"2017-05-04 10:02:59,037","20,20","50,50",102,12,12,12,True,LinearRegression,4,16.01,102,1480,595,370,102
"2017-05-04 10:06:38,575","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.66,98,1480,608,370,98
"2017-05-04 10:10:12,855","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.58,98,1480,595,370,98
"2017-05-04 10:13:48,378","20,20","50,50",102,12,12,12,True,LinearRegression,4,15.86,106,1480,627,370,106
"2017-05-04 10:17:31,021","20,20","50,50",102,12,12,12,True,LinearRegression,4,21.12,100,1480,596,370,100
"2017-05-04 10:21:10,016","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.51,91,1480,613,370,91
"2017-05-04 10:24:50,066","20,20","50,50",102,12,12,12,True,LinearRegression,4,20.76,107,1480,621,370,107
"2017-05-04 10:28:27,655","20,20","50,50",102,12,12,12,True,LinearRegression,4,19.83,97,1480,606,370,97
"2017-05-04 10:32:01,772","20,20","50,50",102,12,12,12,True,LinearRegression,4,17.35,103,1480,601,370,103
