"2017-05-17 13:40:14,604",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-17 13:41:41,898","32","40","165",4,0,0,True,LinearRegression,75.05,32,32,200,1,32,0
"2017-05-17 13:43:03,882","32","40","165",4,0,0,True,LinearRegression,69.00,32,32,200,1,32,0
"2017-05-17 13:44:43,191","32","40","165",4,0,0,True,LinearRegression,85.28,32,32,200,1,32,0
"2017-05-17 13:45:58,206","32","40","165",4,0,0,True,LinearRegression,61.77,32,32,200,1,32,0
"2017-05-17 13:47:38,145","32","40","165",4,0,0,True,LinearRegression,86.78,32,32,200,1,32,0
"2017-05-17 13:49:12,589","32","40","165",4,0,0,True,LinearRegression,81.52,32,32,200,1,32,0
"2017-05-17 13:50:18,840","32","40","165",4,0,0,True,LinearRegression,53.51,32,32,200,1,32,0
"2017-05-17 13:51:27,228","32","40","165",4,0,0,True,LinearRegression,55.00,32,32,200,1,32,0
"2017-05-17 13:53:10,655","32","40","165",4,0,0,True,LinearRegression,90.47,32,32,200,1,32,0
"2017-05-17 13:54:38,753","32","40","165",4,0,0,True,LinearRegression,75.24,32,32,200,1,32,0
"2017-05-17 13:55:47,992","32","40","165",4,0,0,True,LinearRegression,55.70,32,32,200,1,32,0
"2017-05-17 13:57:32,730","32","40","165",4,0,0,True,LinearRegression,91.57,32,32,200,1,32,0
"2017-05-17 13:59:04,188","32","40","165",4,0,0,True,LinearRegression,78.88,32,32,200,1,32,0
"2017-05-17 14:00:12,263","32","40","165",4,0,0,True,LinearRegression,55.04,32,32,200,1,32,0
"2017-05-17 14:01:59,601","32","40","165",4,0,0,True,LinearRegression,93.62,32,32,200,1,32,0
"2017-05-17 14:03:25,906","32","40","165",4,0,0,True,LinearRegression,73.64,32,32,200,1,32,0
"2017-05-17 14:04:53,644","32","40","165",4,0,0,True,LinearRegression,74.91,32,32,200,1,32,0
