"2017-05-18 12:35:24,423",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-18 12:36:49,918","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,48.67,32,32,200,0,1,56,7,42,12,31,13,32,12,33
"2017-05-18 12:38:15,851","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,49.92,32,32,200,0,4,52,8,36,11,28,11,30,13,27
"2017-05-18 12:39:47,316","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,55.67,32,32,200,0,3,63,7,42,11,34,15,29,13,31
"2017-05-18 12:41:13,747","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.68,32,32,200,0,4,45,9,34,13,28,12,25,11,28
"2017-05-18 12:42:41,712","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,52.93,32,32,200,0,3,53,10,36,9,31,11,30,12,29
"2017-05-18 12:44:07,689","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.71,32,32,200,0,2,57,8,38,9,38,9,36,9,32
"2017-05-18 12:45:33,150","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.06,32,32,200,0,4,53,8,32,11,32,10,37,9,33
"2017-05-18 12:47:01,721","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,52.87,32,32,200,0,3,50,9,35,9,39,11,31,8,38
"2017-05-18 12:48:30,946","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,54.17,32,32,200,0,4,57,10,36,13,26,14,24,14,20
"2017-05-18 12:49:55,401","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,48.68,32,32,200,0,1,61,6,53,6,42,8,36,5,39
"2017-05-18 12:51:20,885","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.45,32,32,200,0,6,44,8,34,11,30,10,36,8,35
"2017-05-18 12:52:53,061","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,56.22,32,32,200,0,5,58,10,41,12,31,10,36,12,32
"2017-05-18 12:54:19,741","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,51.78,32,32,200,0,5,55,9,37,10,39,13,37,8,43
"2017-05-18 12:55:46,299","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,51.91,32,32,200,0,2,59,4,49,8,43,8,44,10,38
"2017-05-18 12:57:15,071","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,53.28,32,32,200,0,4,57,9,39,14,25,16,23,17,23
"2017-05-18 12:58:44,996","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,53.93,32,32,200,0,5,57,5,46,8,41,9,38,11,33
"2017-05-18 13:00:12,766","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,51.91,32,32,200,0,6,44,6,36,7,37,11,26,11,31
"2017-05-18 13:01:41,688","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,53.39,32,32,200,0,3,67,5,45,9,34,7,38,7,42
"2017-05-18 13:03:07,883","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.75,32,32,200,0,5,48,11,32,10,32,13,26,12,27
"2017-05-18 13:04:37,743","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,54.21,32,32,200,0,9,41,12,32,9,33,11,30,7,31
"2017-05-18 13:06:09,888","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,56.69,32,32,200,0,4,61,9,41,10,32,14,25,16,24
"2017-05-18 13:07:37,301","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,51.85,32,32,200,0,5,52,5,43,7,34,8,37,9,33
"2017-05-18 13:09:06,060","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,52.67,32,32,200,0,5,46,7,35,8,30,8,32,8,31
"2017-05-18 13:10:31,500","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.16,32,32,200,0,3,54,6,35,16,21,12,23,16,20
"2017-05-18 13:11:58,162","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,51.07,32,32,200,0,3,51,9,39,9,35,14,27,14,24
"2017-05-18 12:58:11,090","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,56.28,32,32,200,0,2,62,6,43,6,39,8,32,11,31
"2017-05-18 13:00:01,201","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,71.82,32,32,200,0,4,53,11,39,9,39,10,36,12,34
"2017-05-18 13:01:34,126","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,55.54,32,32,200,0,3,50,6,35,11,34,13,30,15,26
"2017-05-18 13:03:25,704","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,72.47,32,32,200,0,4,56,8,38,10,35,15,30,12,30
"2017-05-18 13:05:02,199","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,59.09,32,32,200,0,4,62,8,47,8,42,7,43,6,42
"2017-05-18 13:06:53,126","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,71.96,32,32,200,0,3,58,3,54,6,50,9,44,11,37
"2017-05-18 13:08:20,967","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.39,32,32,200,0,5,54,5,48,11,37,9,35,10,37
"2017-05-18 13:09:58,329","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,60.17,32,32,200,0,1,56,6,45,6,44,7,41,9,41
"2017-05-18 13:11:48,103","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,70.80,32,32,200,0,2,54,10,27,12,25,16,22,12,28
"2017-05-18 13:13:23,784","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,57.78,32,32,200,0,5,46,14,26,14,23,11,26,10,33
"2017-05-18 13:15:12,450","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,70.21,32,32,200,0,3,55,7,46,7,44,11,30,12,27
"2017-05-18 13:16:48,505","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,58.70,32,32,200,0,2,62,9,44,11,35,10,34,11,34
"2017-05-18 13:18:31,003","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,64.17,32,32,200,0,2,59,4,48,8,41,8,35,8,34
"2017-05-18 13:20:10,434","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,61.41,32,32,200,0,1,59,7,43,9,37,11,36,8,36
"2017-05-18 13:21:52,999","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,64.55,32,32,200,0,5,62,7,48,5,44,5,43,6,42
"2017-05-18 13:23:36,379","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,64.96,32,32,200,0,3,68,7,47,6,46,5,45,8,36
"2017-05-18 13:25:12,343","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,57.87,32,32,200,0,2,64,4,52,5,47,7,39,9,34
"2017-05-18 13:26:39,891","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,50.24,32,32,200,0,3,60,6,52,8,49,4,47,6,46
"2017-05-18 13:28:28,338","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,68.80,32,32,200,0,2,57,4,50,6,45,5,43,6,45
"2017-05-18 13:30:04,110","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,57.61,32,32,200,0,2,60,12,33,10,36,11,34,12,29
"2017-05-18 13:31:52,834","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,68.43,32,32,200,0,3,56,7,44,10,38,11,35,11,32
"2017-05-18 13:33:28,968","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,58.13,32,32,200,0,4,48,8,35,15,24,12,28,13,29
"2017-05-18 13:35:18,040","30,30,30,30,30","30,30,30,30,30","195,195,195,195,195",4,0,0,True,LinearRegression,70.75,32,32,200,0,1,66,8,42,10,33,11,30,10,32
