"2017-05-01 14:10:50,601",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 14:10:55,928","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:01,436","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:06,928","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.14,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:12,418","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:17,895","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:23,372","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:28,966","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:34,482","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:40,086","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:45,647","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:51,124","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:56,624","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:02,190","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:07,843","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:13,375","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:18,914","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:24,407","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:29,918","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:35,439","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:41,067","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.19,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:46,639","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:52,206","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:12:57,712","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:13:03,214","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:13:08,710","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:30,066","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:35,765","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.19,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:41,282","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:46,943","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:52,615","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.19,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:09:58,246","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:03,797","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:09,373","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:14,946","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:20,551","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:26,249","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:31,726","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.15,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:37,250","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:42,833","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:48,427","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:54,091","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.17,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:10:59,629","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:05,164","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 14:11:10,769","1,1,1","0,0,0",22,7,7,7,True,LinearRegression,0.18,500,100,50,0,0,1000,0,1000,0,1000
