"2017-05-17 17:02:49,789",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-17 17:03:54,688","32","40","150",4,0,0,True,LinearRegression,53.99,32,32,200,1,32,0
"2017-05-17 17:04:52,593","32","40","150",4,0,0,True,LinearRegression,46.95,32,32,200,1,32,0
"2017-05-17 17:05:48,119","32","40","150",4,0,0,True,LinearRegression,44.49,32,32,200,1,32,0
"2017-05-17 17:06:41,592","32","40","150",4,0,0,True,LinearRegression,42.24,32,32,200,1,32,0
"2017-05-17 17:07:33,577","32","40","150",4,0,0,True,LinearRegression,40.71,32,32,200,1,32,0
"2017-05-17 17:08:31,146","32","40","150",4,0,0,True,LinearRegression,46.08,32,32,200,1,32,0
"2017-05-17 17:09:40,634","32","40","150",4,0,0,True,LinearRegression,58.25,32,32,200,1,32,0
"2017-05-17 17:10:50,355","32","40","150",4,0,0,True,LinearRegression,58.00,32,32,200,1,32,0
"2017-05-17 17:11:57,313","32","40","150",4,0,0,True,LinearRegression,55.55,32,32,200,1,32,0
"2017-05-17 17:13:06,427","32","40","150",4,0,0,True,LinearRegression,58.08,32,32,200,1,32,0
"2017-05-17 17:14:11,711","32","40","150",4,0,0,True,LinearRegression,53.71,32,32,200,1,32,0
"2017-05-17 17:15:20,903","32","40","150",4,0,0,True,LinearRegression,57.03,32,32,200,1,32,0
"2017-05-17 17:16:19,280","32","40","150",4,0,0,True,LinearRegression,46.68,32,32,200,1,32,0
"2017-05-17 17:17:17,112","32","40","150",4,0,0,True,LinearRegression,47.29,32,32,200,1,32,0
"2017-05-17 17:18:08,606","32","40","150",4,0,0,True,LinearRegression,40.81,32,32,200,1,32,0
"2017-05-17 17:19:18,883","32","40","150",4,0,0,True,LinearRegression,59.12,32,32,200,1,32,0
"2017-05-17 17:20:22,772","32","40","150",4,0,0,True,LinearRegression,52.05,32,32,200,1,32,0
"2017-05-17 17:21:20,901","32","40","150",4,0,0,True,LinearRegression,47.43,32,32,200,1,32,0
"2017-05-17 17:22:16,942","32","40","150",4,0,0,True,LinearRegression,45.16,32,32,200,1,32,0
"2017-05-17 17:23:14,003","32","40","150",4,0,0,True,LinearRegression,46.02,32,32,200,1,32,0
"2017-05-17 17:24:08,717","32","40","150",4,0,0,True,LinearRegression,43.76,32,32,200,1,32,0
"2017-05-17 17:25:03,908","32","40","150",4,0,0,True,LinearRegression,44.31,32,32,200,1,32,0
"2017-05-17 17:25:52,357","32","40","150",4,0,0,True,LinearRegression,38.13,32,32,200,1,32,0
"2017-05-17 17:26:43,363","32","40","150",4,0,0,True,LinearRegression,40.96,32,32,200,1,32,0
"2017-05-17 17:27:33,837","32","40","150",4,0,0,True,LinearRegression,40.86,32,32,200,1,32,0
"2017-05-17 17:28:18,315","32","40","150",4,0,0,True,LinearRegression,85.20,32,32,200,1,32,0
"2017-05-17 17:29:53,179","32","40","150",4,0,0,True,LinearRegression,81.16,32,32,200,1,32,0
"2017-05-17 17:30:59,519","32","40","150",4,0,0,True,LinearRegression,53.52,32,32,200,1,32,0
"2017-05-17 17:32:45,572","32","40","150",4,0,0,True,LinearRegression,92.92,32,32,200,1,32,0
"2017-05-17 17:34:12,063","32","40","150",4,0,0,True,LinearRegression,73.92,32,32,200,1,32,0
"2017-05-17 17:35:20,598","32","40","150",4,0,0,True,LinearRegression,55.35,32,32,200,1,32,0
"2017-05-17 17:36:48,705","32","40","150",4,0,0,True,LinearRegression,74.46,32,32,200,1,32,0
"2017-05-17 17:38:05,605","32","40","150",4,0,0,True,LinearRegression,64.18,32,32,200,1,32,0
"2017-05-17 17:39:15,224","32","40","150",4,0,0,True,LinearRegression,56.95,32,32,200,1,32,0
"2017-05-17 17:40:42,667","32","40","150",4,0,0,True,LinearRegression,74.20,32,32,200,1,32,0
"2017-05-17 17:41:57,161","32","40","150",4,0,0,True,LinearRegression,61.32,32,32,200,1,32,0
"2017-05-17 17:43:04,740","32","40","150",4,0,0,True,LinearRegression,55.01,32,32,200,1,32,0
"2017-05-17 17:44:25,314","32","40","150",4,0,0,True,LinearRegression,67.54,32,32,200,1,32,0
